id	relatedResourceID	relationshipOfResource
4120	615943	Tem como sinônimo HETEROTIPICO
106126	615944	Tem como sinônimo HETEROTIPICO
4137	615946	Tem como sinônimo HETEROTIPICO
4137	615947	Tem como sinônimo HETEROTIPICO
4137	615948	Tem como sinônimo HETEROTIPICO
615945	615949	Tem como sinônimo BASIONIMO
615951	615949	Tem como sinônimo BASIONIMO
615945	615951	Tem como sinônimo HOMOTIPICO
615951	615952	Tem como sinônimo HETEROTIPICO
615945	615952	Tem como sinônimo HETEROTIPICO
615834	615955	Tem como sinônimo HETEROTIPICO
615834	615956	Tem como sinônimo HETEROTIPICO
615958	615957	Tem como sinônimo HOMOTIPICO
615960	615957	Tem como sinônimo HOMOTIPICO
91055	615957	Tem como sinônimo HETEROTIPICO
91055	615958	Tem como sinônimo HETEROTIPICO
615958	615960	Tem como sinônimo BASIONIMO
91055	615960	Tem como sinônimo HETEROTIPICO
29665	615962	Tem como sinônimo BASIONIMO
9097	615964	Tem como sinônimo HETEROTIPICO
9092	615965	Tem como sinônimo HETEROTIPICO
11857	615967	Tem como sinônimo HETEROTIPICO
11857	615970	Tem como sinônimo HETEROTIPICO
11857	615971	Tem como sinônimo HETEROTIPICO
9092	615963	Tem como sinônimo HETEROTIPICO
603892	615975	Tem como sinônimo HOMOTIPICO
617592	598390	Tem como sinônimo HOMOTIPICO
11859	67846	Tem como sinônimo HETEROTIPICO
37841	615976	Tem como sinônimo HETEROTIPICO
13250	615977	Tem como sinônimo BASIONIMO
615978	615979	Tem como sinônimo HOMOTIPICO
84456	615980	Tem como sinônimo BASIONIMO
608481	615981	Tem como sinônimo HETEROTIPICO
9093	615982	Tem como sinônimo HETEROTIPICO
9243	602313	Tem como sinônimo HETEROTIPICO
615984	601407	Tem como sinônimo HETEROTIPICO
9227	600939	Tem como sinônimo HETEROTIPICO
9234	84973	Tem como sinônimo HETEROTIPICO
11855	615987	Tem como sinônimo HOMOTIPICO
29667	615988	Tem como sinônimo HOMOTIPICO
610425	615989	Tem como sinônimo HOMOTIPICO
610424	615989	Tem como sinônimo HOMOTIPICO
4143	615989	Tem como sinônimo HETEROTIPICO
598398	615989	Tem como sinônimo HOMOTIPICO
613799	615991	Tem como sinônimo HOMOTIPICO
26228	615991	Tem como sinônimo HETEROTIPICO
26228	615990	Tem como sinônimo HETEROTIPICO
10239	104516	Tem como sinônimo HOMOTIPICO
9384	598746	Tem como sinônimo BASIONIMO
32606	74172	Tem como sinônimo HETEROTIPICO
21708	615997	
108408	615999	
108408	616000	
23565	615994	Tem como sinônimo HETEROTIPICO
616003	616004	Tem como sinônimo BASIONIMO
616005	616006	Tem como sinônimo HETEROTIPICO
616007	616008	Tem como sinônimo BASIONIMO
616005	616008	Tem como sinônimo HETEROTIPICO
616005	616007	Tem como sinônimo HETEROTIPICO
609225	616014	Tem como sinônimo HETEROTIPICO
609225	616015	Tem como sinônimo HOMOTIPICO
110705	616016	Tem como sinônimo HETEROTIPICO
609225	616017	Tem como sinônimo HETEROTIPICO
13234	615696	Tem como sinônimo HETEROTIPICO
615690	615698	Tem como sinônimo HETEROTIPICO
25995	615699	Tem como sinônimo HETEROTIPICO
616134	616135	Tem como sinônimo BASIONIMO
13602	616135	Tem como sinônimo HETEROTIPICO
616136	616135	Tem como sinônimo BASIONIMO
13602	616136	Tem como sinônimo HETEROTIPICO
13602	616137	Tem como sinônimo HETEROTIPICO
13603	616139	Tem como sinônimo HETEROTIPICO
13603	616141	Tem como sinônimo HETEROTIPICO
32357	616142	Tem como sinônimo HOMOTIPICO
616110	599700	Tem como sinônimo HOMOTIPICO
9111	616146	Tem como sinônimo HETEROTIPICO
9100	19541	Tem como sinônimo HETEROTIPICO
9102	19540	Tem como sinônimo HETEROTIPICO
106092	616153	Tem como sinônimo BASIONIMO
641538	616153	Tem como sinônimo BASIONIMO
32357	616154	Tem como sinônimo HETEROTIPICO
24311	616156	Tem como sinônimo HETEROTIPICO
616092	616161	Tem como sinônimo HOMOTIPICO
31381	616162	Tem como sinônimo HETEROTIPICO
24311	616165	Tem como sinônimo HETEROTIPICO
12946	616166	Tem como sinônimo HETEROTIPICO
615593	616167	Tem como sinônimo HETEROTIPICO
87065	616168	Tem como sinônimo HETEROTIPICO
106083	616169	Tem como sinônimo BASIONIMO
616170	616169	Tem como sinônimo BASIONIMO
106083	616170	Tem como sinônimo HOMOTIPICO
111965	616172	Tem como sinônimo BASIONIMO
616171	616173	Tem como sinônimo HETEROTIPICO
13057	616176	Tem como sinônimo HETEROTIPICO
20493	616177	Tem como sinônimo HETEROTIPICO
20493	616178	Tem como sinônimo HETEROTIPICO
104359	126736	Tem como sinônimo BASIONIMO
20493	616179	Tem como sinônimo HETEROTIPICO
616178	616179	Tem como sinônimo HETEROTIPICO
130494	616180	Tem como sinônimo BASIONIMO
20493	616181	Tem como sinônimo HETEROTIPICO
12957	616184	Tem como sinônimo HETEROTIPICO
12957	616185	Tem como sinônimo HETEROTIPICO
12957	616186	Tem como sinônimo HOMOTIPICO
87055	616188	Tem como sinônimo HETEROTIPICO
86721	616188	Tem como sinônimo HETEROTIPICO
87055	616189	Tem como sinônimo HETEROTIPICO
87055	616190	Tem como sinônimo HETEROTIPICO
13580	616192	Tem como sinônimo HETEROTIPICO
104507	616193	Tem como sinônimo HETEROTIPICO
32228	616194	Tem como sinônimo HETEROTIPICO
32228	616196	Tem como sinônimo BASIONIMO
593788	616196	Tem como sinônimo BASIONIMO
20329	616197	Tem como sinônimo BASIONIMO
12965	616198	Tem como sinônimo HETEROTIPICO
616406	616198	Tem como sinônimo BASIONIMO
12958	616199	Tem como sinônimo BASIONIMO
104484	616199	Tem como sinônimo HETEROTIPICO
24285	616200	Tem como sinônimo HETEROTIPICO
616027	616201	Tem como sinônimo HETEROTIPICO
24311	616201	Tem como sinônimo HETEROTIPICO
616201	616202	Tem como sinônimo BASIONIMO
24311	616202	Tem como sinônimo HETEROTIPICO
32228	616203	Tem como sinônimo HETEROTIPICO
32228	616204	Tem como sinônimo HETEROTIPICO
20493	616205	Tem como sinônimo HETEROTIPICO
86722	616205	Tem como sinônimo HETEROTIPICO
13579	616206	Tem como sinônimo HETEROTIPICO
13579	616207	Tem como sinônimo BASIONIMO
12970	616210	Tem como sinônimo BASIONIMO
13576	616211	Tem como sinônimo HOMOTIPICO
616211	616212	Tem como sinônimo BASIONIMO
13576	616212	Tem como sinônimo BASIONIMO
130496	616213	Tem como sinônimo BASIONIMO
617548	616213	Tem como sinônimo HETEROTIPICO
25981	616214	Tem como sinônimo HOMOTIPICO
615039	616215	Tem como sinônimo HETEROTIPICO
616215	616216	Tem como sinônimo BASIONIMO
615039	616216	Tem como sinônimo HETEROTIPICO
616217	616218	Tem como sinônimo HETEROTIPICO
616217	616220	Tem como sinônimo BASIONIMO
20493	616221	Tem como sinônimo HETEROTIPICO
20493	616222	Tem como sinônimo HETEROTIPICO
13603	616223	Tem como sinônimo HETEROTIPICO
616225	616224	Tem como sinônimo HETEROTIPICO
616225	616226	Tem como sinônimo BASIONIMO
616324	616226	Tem como sinônimo BASIONIMO
616228	616227	Tem como sinônimo HETEROTIPICO
13014	616230	Tem como sinônimo BASIONIMO
617056	616230	Tem como sinônimo BASIONIMO
12966	616231	Tem como sinônimo HETEROTIPICO
12971	616236	Tem como sinônimo HETEROTIPICO
616236	616237	Tem como sinônimo BASIONIMO
12971	616237	Tem como sinônimo HETEROTIPICO
616238	616237	Tem como sinônimo BASIONIMO
12971	616238	Tem como sinônimo HETEROTIPICO
616236	616238	Tem como sinônimo HOMOTIPICO
616236	616239	Tem como sinônimo HETEROTIPICO
12971	616240	Tem como sinônimo HETEROTIPICO
616240	616241	Tem como sinônimo BASIONIMO
12971	616241	Tem como sinônimo HETEROTIPICO
616242	616241	Tem como sinônimo BASIONIMO
12971	616242	Tem como sinônimo HETEROTIPICO
616240	616242	Tem como sinônimo HOMOTIPICO
13174	616244	Tem como sinônimo HETEROTIPICO
13180	616245	Tem como sinônimo HOMOTIPICO
13180	616246	Tem como sinônimo HETEROTIPICO
13180	616247	Tem como sinônimo HETEROTIPICO
13180	616248	Tem como sinônimo HETEROTIPICO
13180	616250	Tem como sinônimo HETEROTIPICO
13180	616251	Tem como sinônimo HETEROTIPICO
13180	616252	Tem como sinônimo HOMOTIPICO
13180	616253	Tem como sinônimo HETEROTIPICO
13180	616255	Tem como sinônimo HETEROTIPICO
616256	616257	Tem como sinônimo HOMOTIPICO
10262	62652	Tem como sinônimo HETEROTIPICO
63612	62652	Tem como sinônimo HOMOTIPICO
10262	61392	Tem como sinônimo HETEROTIPICO
63485	61392	Tem como sinônimo BASIONIMO
10262	62405	Tem como sinônimo HETEROTIPICO
61428	62405	Tem como sinônimo BASIONIMO
631893	616266	Tem como sinônimo HETEROTIPICO
616270	616268	Tem como sinônimo HETEROTIPICO
13577	616272	Tem como sinônimo HETEROTIPICO
13577	616273	Tem como sinônimo BASIONIMO
616430	616273	Tem como sinônimo BASIONIMO
616276	44341	Tem como sinônimo BASIONIMO
12956	616275	Tem como sinônimo HETEROTIPICO
37765	64276	Tem como sinônimo HOMOTIPICO
24311	616278	Tem como sinônimo HETEROTIPICO
12957	616279	Tem como sinônimo HETEROTIPICO
12957	616280	Tem como sinônimo HETEROTIPICO
616181	616182	Tem como sinônimo HETEROTIPICO
12965	616281	Tem como sinônimo HETEROTIPICO
616379	616281	Tem como sinônimo BASIONIMO
616257	616283	Tem como sinônimo HOMOTIPICO
616180	616284	Tem como sinônimo HOMOTIPICO
13580	616287	Tem como sinônimo HETEROTIPICO
106083	616288	Tem como sinônimo HETEROTIPICO
616323	616288	Tem como sinônimo BASIONIMO
105133	616289	Tem como sinônimo BASIONIMO
96706	96705	Tem como sinônimo HETEROTIPICO
86807	616290	Tem como sinônimo BASIONIMO
13580	616292	Tem como sinônimo HETEROTIPICO
616437	616292	Tem como sinônimo BASIONIMO
36044	55151	Tem como sinônimo HETEROTIPICO
36044	55152	Tem como sinônimo HETEROTIPICO
36044	55149	Tem como sinônimo HETEROTIPICO
106635	128819	Tem como sinônimo HETEROTIPICO
24899	24900	Tem como sinônimo HETEROTIPICO
36050	55228	Tem como sinônimo HETEROTIPICO
36078	55340	Tem como sinônimo HOMOTIPICO
12946	616299	Tem como sinônimo HETEROTIPICO
12946	616300	Tem como sinônimo HOMOTIPICO
616302	616303	Tem como sinônimo BASIONIMO
616306	616303	Tem como sinônimo BASIONIMO
616302	616304	Tem como sinônimo HOMOTIPICO
25995	615700	Tem como sinônimo HETEROTIPICO
25995	615701	Tem como sinônimo HETEROTIPICO
25994	615702	Tem como sinônimo HETEROTIPICO
25995	615703	Tem como sinônimo HETEROTIPICO
25994	615704	Tem como sinônimo HETEROTIPICO
25995	615705	Tem como sinônimo HETEROTIPICO
13690	597334	Tem como sinônimo HETEROTIPICO
361	615708	Tem como sinônimo HETEROTIPICO
622130	615709	Tem como sinônimo HETEROTIPICO
615864	615865	Tem como sinônimo BASIONIMO
637506	615865	Tem como sinônimo BASIONIMO
637508	615865	Tem como sinônimo BASIONIMO
612334	616900	Tem como sinônimo HOMOTIPICO
609885	616908	Tem como sinônimo HETEROTIPICO
616913	616909	Tem como sinônimo BASIONIMO
616909	616910	Tem como sinônimo HETEROTIPICO
605506	63730	Tem como sinônimo HOMOTIPICO
616562	616915	Tem como sinônimo HETEROTIPICO
616919	616920	Tem como sinônimo BASIONIMO
616923	616920	Tem como sinônimo BASIONIMO
616925	616920	Tem como sinônimo BASIONIMO
616919	616921	Tem como sinônimo HETEROTIPICO
616919	616922	Tem como sinônimo HETEROTIPICO
616919	616923	Tem como sinônimo HOMOTIPICO
616919	616924	Tem como sinônimo HETEROTIPICO
82342	615441	Tem como sinônimo BASIONIMO
103503	615441	Tem como sinônimo HETEROTIPICO
22652	615443	Tem como sinônimo BASIONIMO
17321	615444	Tem como sinônimo HETEROTIPICO
7447	615445	Tem como sinônimo HETEROTIPICO
119510	119527	Tem como sinônimo HOMOTIPICO
616510	616511	Tem como sinônimo HETEROTIPICO
616510	616512	Tem como sinônimo HETEROTIPICO
616510	616513	Tem como sinônimo HETEROTIPICO
616514	616515	Tem como sinônimo HETEROTIPICO
616514	616516	Tem como sinônimo BASIONIMO
9431	102320	Tem como sinônimo HETEROTIPICO
616519	616521	Tem como sinônimo BASIONIMO
616522	616523	Tem como sinônimo HETEROTIPICO
616532	616523	Tem como sinônimo HETEROTIPICO
616523	616525	Tem como sinônimo BASIONIMO
616532	616526	Tem como sinônimo HETEROTIPICO
616519	616530	Tem como sinônimo HETEROTIPICO
17177	50085	Tem como sinônimo HETEROTIPICO
616532	616534	Tem como sinônimo BASIONIMO
21737	593183	Tem como sinônimo HETEROTIPICO
21739	599538	Tem como sinônimo HETEROTIPICO
21739	616535	Tem como sinônimo HETEROTIPICO
617024	617025	
622743	616536	Tem como sinônimo HOMOTIPICO
616536	616539	Tem como sinônimo BASIONIMO
622743	616539	Tem como sinônimo BASIONIMO
622748	616540	Tem como sinônimo HOMOTIPICO
616540	616541	Tem como sinônimo BASIONIMO
622748	616541	Tem como sinônimo HOMOTIPICO
635908	616541	Tem como sinônimo BASIONIMO
1550	616542	Tem como sinônimo BASIONIMO
622741	616542	Tem como sinônimo BASIONIMO
603156	616543	Tem como sinônimo BASIONIMO
622750	616543	Tem como sinônimo BASIONIMO
11713	66747	Tem como sinônimo HETEROTIPICO
616548	616549	Tem como sinônimo HETEROTIPICO
616550	616549	Tem como sinônimo BASIONIMO
616548	616550	Tem como sinônimo HETEROTIPICO
91050	110018	Tem como sinônimo BASIONIMO
22088	595158	Tem como sinônimo HETEROTIPICO
616562	616563	Tem como sinônimo HETEROTIPICO
616563	616564	Tem como sinônimo BASIONIMO
616562	616564	Tem como sinônimo HETEROTIPICO
616562	616565	Tem como sinônimo BASIONIMO
616563	616567	Tem como sinônimo HOMOTIPICO
616562	616567	Tem como sinônimo HETEROTIPICO
616568	616569	Tem como sinônimo HETEROTIPICO
616568	616570	Tem como sinônimo HETEROTIPICO
616568	616571	Tem como sinônimo HETEROTIPICO
616568	616572	Tem como sinônimo HETEROTIPICO
616572	616573	Tem como sinônimo HOMOTIPICO
616568	616573	Tem como sinônimo HETEROTIPICO
616568	616574	Tem como sinônimo HETEROTIPICO
583415	122672	
616576	616577	Tem como sinônimo HETEROTIPICO
616576	616578	Tem como sinônimo HOMOTIPICO
616576	616579	Tem como sinônimo HOMOTIPICO
616576	616580	Tem como sinônimo HOMOTIPICO
138122	138123	Tem como sinônimo BASIONIMO
624713	616583	Tem como sinônimo BASIONIMO
616587	616588	Tem como sinônimo BASIONIMO
616562	616589	Tem como sinônimo HETEROTIPICO
616592	616590	Tem como sinônimo HETEROTIPICO
616592	616591	Tem como sinônimo HETEROTIPICO
616590	616591	Tem como sinônimo BASIONIMO
616592	616593	Tem como sinônimo HETEROTIPICO
36029	56554	Tem como sinônimo HOMOTIPICO
54164	56554	Tem como sinônimo HOMOTIPICO
68475	12258	Tem como sinônimo HOMOTIPICO
54172	36030	Tem como sinônimo BASIONIMO
623930	616596	Tem como sinônimo HOMOTIPICO
36233	55522	Tem como sinônimo HOMOTIPICO
55510	55522	Tem como sinônimo HETEROTIPICO
616603	616604	Tem como sinônimo HETEROTIPICO
616603	616605	Tem como sinônimo HETEROTIPICO
616605	616606	Tem como sinônimo HETEROTIPICO
616608	616610	Tem como sinônimo HETEROTIPICO
616608	616611	Tem como sinônimo HETEROTIPICO
616610	616611	Tem como sinônimo BASIONIMO
616576	616618	Tem como sinônimo HETEROTIPICO
616576	616619	Tem como sinônimo HETEROTIPICO
121866	616621	Tem como sinônimo HETEROTIPICO
616622	616621	Tem como sinônimo BASIONIMO
121866	616622	Tem como sinônimo HETEROTIPICO
616623	616624	Tem como sinônimo HETEROTIPICO
134571	58692	Tem como sinônimo HETEROTIPICO
616626	616628	Tem como sinônimo HETEROTIPICO
616626	616629	Tem como sinônimo HETEROTIPICO
616626	616630	Tem como sinônimo HETEROTIPICO
616626	616631	Tem como sinônimo HETEROTIPICO
616626	616633	Tem como sinônimo HETEROTIPICO
616638	616639	Tem como sinônimo HETEROTIPICO
616638	616640	Tem como sinônimo HETEROTIPICO
616639	616640	Tem como sinônimo BASIONIMO
616638	616641	Tem como sinônimo HOMOTIPICO
616638	616642	Tem como sinônimo HETEROTIPICO
616638	616643	Tem como sinônimo HETEROTIPICO
616644	616643	Tem como sinônimo BASIONIMO
616638	616644	Tem como sinônimo HETEROTIPICO
616638	616645	Tem como sinônimo HOMOTIPICO
616646	616647	Tem como sinônimo HETEROTIPICO
616646	616649	Tem como sinônimo HETEROTIPICO
616646	616650	Tem como sinônimo HETEROTIPICO
616562	616651	Tem como sinônimo HETEROTIPICO
616646	616652	Tem como sinônimo HETEROTIPICO
616646	616653	Tem como sinônimo HETEROTIPICO
616654	616655	Tem como sinônimo HETEROTIPICO
616661	616663	Tem como sinônimo BASIONIMO
616665	616575	Tem como sinônimo HETEROTIPICO
616665	616666	Tem como sinônimo HETEROTIPICO
616673	616674	Tem como sinônimo HETEROTIPICO
91148	604998	Tem como sinônimo HETEROTIPICO
616650	616680	Tem como sinônimo HOMOTIPICO
616646	616680	Tem como sinônimo HETEROTIPICO
616681	616682	Tem como sinônimo HETEROTIPICO
616681	616683	Tem como sinônimo HETEROTIPICO
616681	616684	Tem como sinônimo HETEROTIPICO
616681	616685	Tem como sinônimo HETEROTIPICO
616681	616686	Tem como sinônimo HETEROTIPICO
616681	616687	Tem como sinônimo HETEROTIPICO
616681	616689	Tem como sinônimo HETEROTIPICO
616681	616690	Tem como sinônimo HETEROTIPICO
616626	616691	Tem como sinônimo HETEROTIPICO
8312	59713	Tem como sinônimo HETEROTIPICO
608885	597642	Tem como sinônimo HOMOTIPICO
616676	616693	Tem como sinônimo HETEROTIPICO
616671	616694	Tem como sinônimo HETEROTIPICO
129406	616695	Tem como sinônimo HETEROTIPICO
616671	616696	Tem como sinônimo HETEROTIPICO
129406	616697	Tem como sinônimo HETEROTIPICO
129406	616698	Tem como sinônimo HETEROTIPICO
129406	616699	Tem como sinônimo HETEROTIPICO
129406	616700	Tem como sinônimo HETEROTIPICO
616671	616701	Tem como sinônimo HETEROTIPICO
616548	616702	Tem como sinônimo HETEROTIPICO
71175	616703	Tem como sinônimo HETEROTIPICO
616548	616705	Tem como sinônimo HETEROTIPICO
616706	616707	Tem como sinônimo HETEROTIPICO
616706	616709	Tem como sinônimo BASIONIMO
121867	616711	Tem como sinônimo HETEROTIPICO
616713	616714	Tem como sinônimo BASIONIMO
616713	616715	Tem como sinônimo HETEROTIPICO
593979	616717	Tem como sinônimo HETEROTIPICO
616721	616722	Tem como sinônimo HETEROTIPICO
616723	616722	Tem como sinônimo BASIONIMO
616721	616723	Tem como sinônimo HETEROTIPICO
34957	616725	Tem como sinônimo HETEROTIPICO
137836	583079	Tem como sinônimo BASIONIMO
612575	616752	Tem como sinônimo HETEROTIPICO
612577	616754	Tem como sinônimo BASIONIMO
616755	616757	Tem como sinônimo HETEROTIPICO
616744	616745	Tem como sinônimo HETEROTIPICO
33971	616751	Tem como sinônimo HETEROTIPICO
33971	616741	Tem como sinônimo HETEROTIPICO
33971	616750	Tem como sinônimo HETEROTIPICO
616746	616748	Tem como sinônimo HETEROTIPICO
616749	616748	Tem como sinônimo BASIONIMO
616919	616925	Tem como sinônimo HOMOTIPICO
616927	616928	Tem como sinônimo HETEROTIPICO
616927	616929	Tem como sinônimo HETEROTIPICO
616928	616930	Tem como sinônimo BASIONIMO
616929	616930	Tem como sinônimo BASIONIMO
616932	616930	Tem como sinônimo BASIONIMO
616927	616931	Tem como sinônimo BASIONIMO
616928	616932	Tem como sinônimo HOMOTIPICO
616927	616932	Tem como sinônimo HETEROTIPICO
616933	616934	Tem como sinônimo BASIONIMO
609252	616935	Tem como sinônimo HETEROTIPICO
609253	616936	Tem como sinônimo HETEROTIPICO
616937	616938	Tem como sinônimo BASIONIMO
616937	616939	Tem como sinônimo HETEROTIPICO
131713	131710	Tem como sinônimo HOMOTIPICO
112893	112512	Tem como sinônimo BASIONIMO
20362	123856	Tem como sinônimo BASIONIMO
4122	616962	Tem como sinônimo HETEROTIPICO
614938	616963	Tem como sinônimo HOMOTIPICO
4138	616964	Tem como sinônimo HOMOTIPICO
4148	616966	Tem como sinônimo HOMOTIPICO
610026	616966	Tem como sinônimo HOMOTIPICO
610301	616966	Tem como sinônimo HOMOTIPICO
610115	616969	Tem como sinônimo HOMOTIPICO
4169	616969	Tem como sinônimo HOMOTIPICO
4169	610115	Tem como sinônimo HOMOTIPICO
616968	595038	Tem como sinônimo BASIONIMO
616968	101057	Tem como sinônimo HOMOTIPICO
21675	616974	Tem como sinônimo HOMOTIPICO
616968	616976	Tem como sinônimo HETEROTIPICO
616968	596779	Tem como sinônimo HETEROTIPICO
26219	616977	Tem como sinônimo HETEROTIPICO
616978	616979	Tem como sinônimo BASIONIMO
616978	616980	Tem como sinônimo HOMOTIPICO
23100	616981	
616978	616982	Tem como sinônimo HOMOTIPICO
79861	616983	Tem como sinônimo HOMOTIPICO
34964	34965	Tem como sinônimo HOMOTIPICO
21665	616992	Tem como sinônimo HETEROTIPICO
616984	616992	Tem como sinônimo HOMOTIPICO
21665	616994	Tem como sinônimo HOMOTIPICO
616993	616994	Tem como sinônimo HOMOTIPICO
21679	616995	Tem como sinônimo HETEROTIPICO
21679	616997	Tem como sinônimo HOMOTIPICO
616996	616997	Tem como sinônimo HOMOTIPICO
21679	616996	Tem como sinônimo HOMOTIPICO
21679	616998	Tem como sinônimo HOMOTIPICO
616997	616998	Tem como sinônimo HOMOTIPICO
616996	616998	Tem como sinônimo HOMOTIPICO
12185	70521	Tem como sinônimo HOMOTIPICO
4165	616999	Tem como sinônimo BASIONIMO
99788	131154	Tem como sinônimo BASIONIMO
15240	599375	Tem como sinônimo HETEROTIPICO
88322	617001	Tem como sinônimo HETEROTIPICO
100306	131140	Tem como sinônimo BASIONIMO
29533	617008	Tem como sinônimo BASIONIMO
616978	617008	Tem como sinônimo HETEROTIPICO
616978	617009	Tem como sinônimo HETEROTIPICO
616978	617010	Tem como sinônimo HETEROTIPICO
616978	617011	Tem como sinônimo HETEROTIPICO
29534	617012	Tem como sinônimo BASIONIMO
616978	617012	Tem como sinônimo HETEROTIPICO
610008	617015	Tem como sinônimo HOMOTIPICO
25066	617015	Tem como sinônimo HOMOTIPICO
137990	617016	Tem como sinônimo HOMOTIPICO
26207	617016	Tem como sinônimo HOMOTIPICO
26207	617017	Tem como sinônimo HETEROTIPICO
112308	600426	Tem como sinônimo HETEROTIPICO
641203	106539	Tem como sinônimo BASIONIMO
38064	69717	Tem como sinônimo HETEROTIPICO
9553	105816	Tem como sinônimo HOMOTIPICO
99226	130894	Tem como sinônimo BASIONIMO
617024	617026	
617024	617027	
86858	617031	Tem como sinônimo HETEROTIPICO
13293	617038	Tem como sinônimo HETEROTIPICO
13293	617040	Tem como sinônimo HETEROTIPICO
138242	617041	Tem como sinônimo HOMOTIPICO
4148	617041	Tem como sinônimo HOMOTIPICO
13293	617042	Tem como sinônimo HETEROTIPICO
13293	617044	Tem como sinônimo HETEROTIPICO
4149	616967	Tem como sinônimo HOMOTIPICO
13294	617045	Tem como sinônimo HOMOTIPICO
4151	595449	Tem como sinônimo HOMOTIPICO
26220	616970	Tem como sinônimo HOMOTIPICO
36561	84191	Tem como sinônimo HETEROTIPICO
617062	617063	Tem como sinônimo HETEROTIPICO
617062	617064	Tem como sinônimo HETEROTIPICO
617068	617069	Tem como sinônimo HETEROTIPICO
105970	617055	Tem como sinônimo HETEROTIPICO
617072	617073	Tem como sinônimo HETEROTIPICO
104463	617091	Tem como sinônimo HETEROTIPICO
104463	617092	Tem como sinônimo HETEROTIPICO
593729	617093	Tem como sinônimo HOMOTIPICO
599766	617094	Tem como sinônimo BASIONIMO
617096	617094	Tem como sinônimo BASIONIMO
599766	617096	Tem como sinônimo HOMOTIPICO
617098	617099	Tem como sinônimo BASIONIMO
617104	617100	Tem como sinônimo HETEROTIPICO
13635	617057	Tem como sinônimo BASIONIMO
599269	617101	Tem como sinônimo HETEROTIPICO
593729	617102	Tem como sinônimo HETEROTIPICO
595511	617103	Tem como sinônimo HETEROTIPICO
617104	617105	Tem como sinônimo HETEROTIPICO
617104	617106	Tem como sinônimo HETEROTIPICO
617104	617107	Tem como sinônimo HETEROTIPICO
617104	617108	Tem como sinônimo HETEROTIPICO
617104	617109	Tem como sinônimo HETEROTIPICO
617104	617110	Tem como sinônimo HETEROTIPICO
593729	617111	Tem como sinônimo HETEROTIPICO
617112	617113	Tem como sinônimo HETEROTIPICO
617115	617114	Tem como sinônimo HETEROTIPICO
617112	617114	Tem como sinônimo HOMOTIPICO
617112	617115	Tem como sinônimo HETEROTIPICO
617112	617116	Tem como sinônimo HETEROTIPICO
617112	617117	Tem como sinônimo HETEROTIPICO
593729	617119	Tem como sinônimo HETEROTIPICO
598677	617121	Tem como sinônimo HETEROTIPICO
617122	617121	Tem como sinônimo HETEROTIPICO
598677	617123	Tem como sinônimo BASIONIMO
617126	617123	Tem como sinônimo BASIONIMO
617122	617123	Tem como sinônimo HETEROTIPICO
617122	617124	Tem como sinônimo BASIONIMO
617122	617125	Tem como sinônimo HOMOTIPICO
598677	617125	Tem como sinônimo HETEROTIPICO
598677	617126	Tem como sinônimo HOMOTIPICO
617122	617126	Tem como sinônimo HETEROTIPICO
599766	617128	Tem como sinônimo HETEROTIPICO
617127	617129	Tem como sinônimo HETEROTIPICO
610314	617130	Tem como sinônimo HETEROTIPICO
26234	116936	Tem como sinônimo BASIONIMO
610041	116936	Tem como sinônimo BASIONIMO
111315	116936	Tem como sinônimo HETEROTIPICO
26234	610041	Tem como sinônimo HOMOTIPICO
111315	610041	Tem como sinônimo HETEROTIPICO
610313	617131	Tem como sinônimo HETEROTIPICO
617133	617131	Tem como sinônimo BASIONIMO
599269	617136	Tem como sinônimo HETEROTIPICO
610313	617133	Tem como sinônimo HETEROTIPICO
599269	617137	Tem como sinônimo HETEROTIPICO
610315	617138	Tem como sinônimo HETEROTIPICO
91001	616019	Tem como sinônimo HOMOTIPICO
601725	616020	Tem como sinônimo BASIONIMO
110705	616020	Tem como sinônimo HETEROTIPICO
24311	616021	Tem como sinônimo HETEROTIPICO
616027	616021	Tem como sinônimo BASIONIMO
616097	616021	Tem como sinônimo BASIONIMO
24313	616022	Tem como sinônimo BASIONIMO
24312	616022	Tem como sinônimo BASIONIMO
24311	616023	Tem como sinônimo BASIONIMO
616278	616023	Tem como sinônimo BASIONIMO
138563	616024	Tem como sinônimo BASIONIMO
24311	616025	Tem como sinônimo HOMOTIPICO
24311	616026	Tem como sinônimo HETEROTIPICO
24311	616027	Tem como sinônimo HETEROTIPICO
616026	616028	Tem como sinônimo BASIONIMO
24311	616028	Tem como sinônimo HETEROTIPICO
616084	616028	Tem como sinônimo BASIONIMO
24311	616029	Tem como sinônimo HETEROTIPICO
616029	616030	Tem como sinônimo BASIONIMO
24311	616030	Tem como sinônimo HETEROTIPICO
32355	616031	Tem como sinônimo HETEROTIPICO
13657	616032	Tem como sinônimo HETEROTIPICO
24311	616033	Tem como sinônimo HETEROTIPICO
616033	616034	Tem como sinônimo BASIONIMO
24311	616034	Tem como sinônimo HETEROTIPICO
616098	616034	Tem como sinônimo BASIONIMO
24311	616035	Tem como sinônimo HETEROTIPICO
616035	616036	Tem como sinônimo BASIONIMO
24311	616036	Tem como sinônimo HETEROTIPICO
24311	616037	Tem como sinônimo HETEROTIPICO
87065	616038	Tem como sinônimo BASIONIMO
616092	616038	Tem como sinônimo BASIONIMO
616095	616038	Tem como sinônimo BASIONIMO
616161	616038	Tem como sinônimo BASIONIMO
138358	616039	Tem como sinônimo HOMOTIPICO
