id	relatedResourceID	relationshipOfResource
134154	134153	É sinônimo BASIONIMO
33426	134153	É sinônimo HETEROTIPICO
40289	134153	É sinônimo HETEROTIPICO
40175	134091	É sinônimo HOMOTIPICO
616590	616592	É sinônimo HETEROTIPICO
616591	616592	É sinônimo HETEROTIPICO
56499	132903	É sinônimo HOMOTIPICO
99353	99352	É sinônimo BASIONIMO
41838	21911	É sinônimo BASIONIMO
41837	15569	É sinônimo BASIONIMO
133008	133010	É sinônimo HETEROTIPICO
604455	133013	É sinônimo HETEROTIPICO
41815	4620	É sinônimo BASIONIMO
41809	4620	É sinônimo HETEROTIPICO
41819	4620	É sinônimo HETEROTIPICO
41820	4620	É sinônimo HETEROTIPICO
41821	4620	É sinônimo HETEROTIPICO
41822	4620	É sinônimo HETEROTIPICO
41823	4620	É sinônimo HETEROTIPICO
41824	4620	É sinônimo HETEROTIPICO
41828	4620	É sinônimo HETEROTIPICO
41836	4620	É sinônimo HETEROTIPICO
15568	4620	É sinônimo HETEROTIPICO
21910	4620	É sinônimo HETEROTIPICO
15562	4620	É sinônimo HETEROTIPICO
15560	4620	É sinônimo HOMOTIPICO
27887	133069	É sinônimo BASIONIMO
133111	133110	É sinônimo HOMOTIPICO
92178	133110	É sinônimo HOMOTIPICO
92295	133115	É sinônimo HOMOTIPICO
112195	133117	É sinônimo HOMOTIPICO
133046	133117	É sinônimo HETEROTIPICO
20399	133121	É sinônimo BASIONIMO
133114	133128	É sinônimo HETEROTIPICO
92165	133128	É sinônimo HOMOTIPICO
605601	230	É sinônimo HETEROTIPICO
99537	99535	É sinônimo BASIONIMO
99536	99535	É sinônimo HETEROTIPICO
106719	99535	É sinônimo HETEROTIPICO
112193	133116	É sinônimo HOMOTIPICO
92286	133114	É sinônimo BASIONIMO
112160	133122	É sinônimo HOMOTIPICO
99898	99897	É sinônimo HETEROTIPICO
99899	99897	É sinônimo HETEROTIPICO
130886	99897	É sinônimo BASIONIMO
99168	99167	É sinônimo BASIONIMO
106427	99392	É sinônimo HOMOTIPICO
130936	99392	É sinônimo BASIONIMO
134781	133191	É sinônimo HETEROTIPICO
41822	15562	É sinônimo BASIONIMO
99555	122061	É sinônimo HOMOTIPICO
134786	122061	É sinônimo BASIONIMO
99347	99346	É sinônimo HOMOTIPICO
133145	99536	É sinônimo HETEROTIPICO
134869	133194	É sinônimo BASIONIMO
129351	107945	É sinônimo HOMOTIPICO
133339	107945	É sinônimo HOMOTIPICO
133340	107945	É sinônimo HETEROTIPICO
133341	107945	É sinônimo HETEROTIPICO
71162	133197	É sinônimo HETEROTIPICO
70761	133197	É sinônimo HETEROTIPICO
70766	133197	É sinônimo HETEROTIPICO
70769	133197	É sinônimo HETEROTIPICO
70771	133197	É sinônimo HETEROTIPICO
70784	133197	É sinônimo HETEROTIPICO
70970	133197	É sinônimo HETEROTIPICO
70971	133197	É sinônimo HETEROTIPICO
70987	133197	É sinônimo HETEROTIPICO
71033	133197	É sinônimo HETEROTIPICO
620881	133197	É sinônimo BASIONIMO
638774	133223	É sinônimo HOMOTIPICO
99178	99176	É sinônimo BASIONIMO
41831	15563	É sinônimo BASIONIMO
26471	15563	É sinônimo HETEROTIPICO
41827	15563	É sinônimo HETEROTIPICO
41832	15563	É sinônimo HETEROTIPICO
133853	15563	É sinônimo HETEROTIPICO
41834	15563	É sinônimo HETEROTIPICO
41839	15563	É sinônimo HETEROTIPICO
15565	15563	É sinônimo HETEROTIPICO
15566	15563	É sinônimo HETEROTIPICO
97372	133257	É sinônimo HOMOTIPICO
112290	133268	É sinônimo HOMOTIPICO
599195	133268	É sinônimo HETEROTIPICO
22817	133268	É sinônimo BASIONIMO
604695	133268	É sinônimo HETEROTIPICO
604696	133268	É sinônimo HETEROTIPICO
604697	133268	É sinônimo HETEROTIPICO
604698	133268	É sinônimo HETEROTIPICO
604699	133268	É sinônimo HETEROTIPICO
604700	133268	É sinônimo HETEROTIPICO
604701	133268	É sinônimo HETEROTIPICO
604703	133268	É sinônimo HETEROTIPICO
604725	133268	É sinônimo HETEROTIPICO
604722	133268	É sinônimo HETEROTIPICO
604723	133268	É sinônimo HETEROTIPICO
41817	15561	É sinônimo BASIONIMO
22816	133292	É sinônimo BASIONIMO
620599	133292	É sinônimo HOMOTIPICO
622544	133292	É sinônimo HETEROTIPICO
78517	133266	É sinônimo BASIONIMO
112287	133266	É sinônimo HOMOTIPICO
22821	133272	É sinônimo BASIONIMO
112302	133272	É sinônimo HOMOTIPICO
604745	133272	É sinônimo HOMOTIPICO
604746	133272	É sinônimo HETEROTIPICO
604747	133272	É sinônimo HOMOTIPICO
78532	133282	É sinônimo BASIONIMO
114593	133282	É sinônimo HOMOTIPICO
78514	133263	É sinônimo BASIONIMO
112282	133263	É sinônimo HOMOTIPICO
61119	127505	É sinônimo HOMOTIPICO
133071	92168	É sinônimo BASIONIMO
41836	15568	É sinônimo BASIONIMO
133383	133386	É sinônimo BASIONIMO
115584	133349	É sinônimo BASIONIMO
134852	98458	É sinônimo HOMOTIPICO
134854	98458	É sinônimo BASIONIMO
121791	134886	É sinônimo HOMOTIPICO
9000	134859	É sinônimo HOMOTIPICO
108439	134859	É sinônimo HETEROTIPICO
106866	134859	É sinônimo HETEROTIPICO
24688	134904	É sinônimo HETEROTIPICO
601316	87723	É sinônimo HETEROTIPICO
98412	120794	É sinônimo HOMOTIPICO
119025	120794	É sinônimo HOMOTIPICO
602092	120794	É sinônimo HOMOTIPICO
40485	134870	É sinônimo HOMOTIPICO
40573	134870	É sinônimo BASIONIMO
40500	134870	É sinônimo HOMOTIPICO
624873	134932	
134934	134935	
134936	134938	
607203	134958	É sinônimo HOMOTIPICO
119140	134972	É sinônimo BASIONIMO
134993	134992	
134955	98512	É sinônimo BASIONIMO
22281	134996	É sinônimo BASIONIMO
594733	134996	É sinônimo BASIONIMO
40487	40510	É sinônimo BASIONIMO
98197	121198	É sinônimo BASIONIMO
123085	134976	É sinônimo BASIONIMO
608149	80570	É sinônimo BASIONIMO
608004	80570	É sinônimo BASIONIMO
28988	135019	É sinônimo BASIONIMO
119820	122989	É sinônimo BASIONIMO
135032	98828	É sinônimo HOMOTIPICO
135056	135055	É sinônimo BASIONIMO
98300	98219	É sinônimo BASIONIMO
115337	135072	É sinônimo BASIONIMO
83291	135074	É sinônimo HOMOTIPICO
83491	135074	É sinônimo HETEROTIPICO
83293	135074	É sinônimo HETEROTIPICO
639547	135074	É sinônimo HOMOTIPICO
135030	98825	É sinônimo HOMOTIPICO
119200	119199	É sinônimo BASIONIMO
98548	98547	É sinônimo HOMOTIPICO
126311	135047	É sinônimo HOMOTIPICO
135042	98192	É sinônimo HOMOTIPICO
29734	135073	É sinônimo BASIONIMO
616593	616592	É sinônimo HETEROTIPICO
597307	611574	É sinônimo HETEROTIPICO
611645	611574	É sinônimo HETEROTIPICO
617317	597164	É sinônimo HETEROTIPICO
617318	597164	É sinônimo HETEROTIPICO
617319	597164	É sinônimo HETEROTIPICO
617321	597164	É sinônimo HETEROTIPICO
600103	622990	É sinônimo BASIONIMO
607759	600206	É sinônimo BASIONIMO
631697	609346	É sinônimo HETEROTIPICO
631698	609346	É sinônimo HETEROTIPICO
621577	621600	É sinônimo BASIONIMO
1456	597683	É sinônimo BASIONIMO
614492	614474	É sinônimo HETEROTIPICO
112938	112360	É sinônimo BASIONIMO
112363	112360	É sinônimo HETEROTIPICO
112361	112360	É sinônimo HETEROTIPICO
112362	112360	É sinônimo HETEROTIPICO
112411	112360	É sinônimo HETEROTIPICO
113819	599762	É sinônimo HOMOTIPICO
613423	613421	É sinônimo HETEROTIPICO
613425	613421	É sinônimo HETEROTIPICO
613426	613421	É sinônimo HOMOTIPICO
637268	612023	É sinônimo BASIONIMO
637274	612023	É sinônimo HETEROTIPICO
637275	612023	É sinônimo HETEROTIPICO
637276	612023	É sinônimo HETEROTIPICO
637277	612023	É sinônimo HETEROTIPICO
637278	612023	É sinônimo HETEROTIPICO
637279	612023	É sinônimo HETEROTIPICO
599753	7127	É sinônimo HOMOTIPICO
115726	83861	É sinônimo BASIONIMO
83581	83861	É sinônimo HETEROTIPICO
620778	83861	É sinônimo HETEROTIPICO
620786	83861	É sinônimo HETEROTIPICO
620789	83861	É sinônimo HETEROTIPICO
621786	135473	É sinônimo HOMOTIPICO
59425	8261	É sinônimo HOMOTIPICO
58907	8261	É sinônimo HETEROTIPICO
638209	638208	É sinônimo HETEROTIPICO
631365	631364	É sinônimo BASIONIMO
631366	631364	É sinônimo HOMOTIPICO
8775	8752	É sinônimo HETEROTIPICO
621569	8867	É sinônimo BASIONIMO
598417	84781	É sinônimo HETEROTIPICO
621637	84781	É sinônimo BASIONIMO
25724	137776	É sinônimo HETEROTIPICO
638889	610072	É sinônimo HETEROTIPICO
638892	610072	É sinônimo HETEROTIPICO
638924	610074	É sinônimo HETEROTIPICO
638925	610074	É sinônimo HOMOTIPICO
638926	610074	É sinônimo HETEROTIPICO
638927	610074	É sinônimo HETEROTIPICO
638928	610074	É sinônimo HETEROTIPICO
638893	624186	É sinônimo HETEROTIPICO
638894	624186	É sinônimo HETEROTIPICO
638895	624186	É sinônimo HETEROTIPICO
638896	624186	É sinônimo HETEROTIPICO
638897	624186	É sinônimo HETEROTIPICO
638898	624186	É sinônimo HETEROTIPICO
638899	624186	É sinônimo HETEROTIPICO
634570	634571	É sinônimo HETEROTIPICO
611805	139302	É sinônimo HETEROTIPICO
611806	139302	É sinônimo HETEROTIPICO
611809	139302	É sinônimo HETEROTIPICO
598020	139302	É sinônimo HOMOTIPICO
611836	597490	É sinônimo HETEROTIPICO
597919	596856	É sinônimo HETEROTIPICO
640342	640269	É sinônimo HETEROTIPICO
640258	607671	É sinônimo HETEROTIPICO
640130	607672	É sinônimo HETEROTIPICO
640189	640188	É sinônimo BASIONIMO
608536	606230	É sinônimo HOMOTIPICO
64247	11279	É sinônimo HOMOTIPICO
66423	11279	É sinônimo HOMOTIPICO
67937	11279	É sinônimo HOMOTIPICO
122595	11279	É sinônimo BASIONIMO
64565	11438	É sinônimo HOMOTIPICO
70388	11438	É sinônimo HOMOTIPICO
70382	11438	É sinônimo BASIONIMO
595017	11438	É sinônimo HOMOTIPICO
606528	594803	É sinônimo HETEROTIPICO
606529	594803	É sinônimo HETEROTIPICO
64306	11549	É sinônimo HOMOTIPICO
67963	11549	É sinônimo HOMOTIPICO
600106	11549	É sinônimo HOMOTIPICO
70092	581885	É sinônimo HETEROTIPICO
70380	581885	É sinônimo HOMOTIPICO
70365	581885	É sinônimo HETEROTIPICO
70117	581885	É sinônimo BASIONIMO
70123	581885	É sinônimo HETEROTIPICO
67809	581885	É sinônimo HETEROTIPICO
618997	618995	É sinônimo HETEROTIPICO
69585	11611	É sinônimo BASIONIMO
69764	12231	É sinônimo HETEROTIPICO
65188	12231	É sinônimo HOMOTIPICO
66216	12231	É sinônimo BASIONIMO
630768	12231	É sinônimo HETEROTIPICO
38260	12231	É sinônimo HETEROTIPICO
601484	603272	É sinônimo HETEROTIPICO
603273	603272	É sinônimo HETEROTIPICO
603274	603272	É sinônimo HETEROTIPICO
603275	603272	É sinônimo HETEROTIPICO
621943	621844	É sinônimo HETEROTIPICO
621967	621844	É sinônimo HETEROTIPICO
621968	621844	É sinônimo HETEROTIPICO
17891	132625	É sinônimo BASIONIMO
59359	132627	É sinônimo HOMOTIPICO
17892	132627	É sinônimo BASIONIMO
36533	132578	É sinônimo BASIONIMO
59254	132634	É sinônimo HOMOTIPICO
17874	132634	É sinônimo BASIONIMO
59339	132639	É sinônimo HOMOTIPICO
30150	132639	É sinônimo BASIONIMO
58757	132642	É sinônimo HETEROTIPICO
8210	132642	É sinônimo HETEROTIPICO
58840	132642	É sinônimo BASIONIMO
59370	132642	É sinônimo HETEROTIPICO
59378	132642	É sinônimo HETEROTIPICO
58841	132642	É sinônimo HETEROTIPICO
58851	132642	É sinônimo HETEROTIPICO
17882	132643	É sinônimo BASIONIMO
134779	107731	
100462	100439	É sinônimo HETEROTIPICO
100463	100439	É sinônimo HETEROTIPICO
58716	132638	É sinônimo HETEROTIPICO
59309	132638	É sinônimo HOMOTIPICO
8215	132638	É sinônimo BASIONIMO
111656	132647	É sinônimo HOMOTIPICO
100445	100444	É sinônimo BASIONIMO
99994	123619	É sinônimo BASIONIMO
109478	123619	É sinônimo HOMOTIPICO
99996	99997	É sinônimo BASIONIMO
132877	132674	É sinônimo BASIONIMO
101505	132680	É sinônimo HETEROTIPICO
24317	132680	É sinônimo HETEROTIPICO
32401	132680	É sinônimo HETEROTIPICO
605330	132680	É sinônimo BASIONIMO
605333	132680	É sinônimo HETEROTIPICO
601108	132680	É sinônimo HETEROTIPICO
601797	132680	É sinônimo HETEROTIPICO
605344	132680	É sinônimo HETEROTIPICO
605345	132680	É sinônimo HETEROTIPICO
605332	132680	É sinônimo HETEROTIPICO
605331	132680	É sinônimo HETEROTIPICO
86830	20377	É sinônimo HETEROTIPICO
615456	20377	É sinônimo BASIONIMO
615467	20377	É sinônimo HETEROTIPICO
615517	20377	É sinônimo HETEROTIPICO
615518	20377	É sinônimo HETEROTIPICO
615519	20377	É sinônimo HETEROTIPICO
17881	132637	É sinônimo HOMOTIPICO
17880	132637	É sinônimo BASIONIMO
59289	132637	É sinônimo HOMOTIPICO
8206	132624	É sinônimo BASIONIMO
59272	132624	É sinônimo HOMOTIPICO
30153	132640	É sinônimo BASIONIMO
17901	132646	É sinônimo BASIONIMO
17869	132633	É sinônimo BASIONIMO
17905	132620	É sinônimo BASIONIMO
17895	132615	É sinônimo BASIONIMO
124940	132694	É sinônimo HETEROTIPICO
124943	132694	É sinônimo HETEROTIPICO
23469	132694	É sinônimo HETEROTIPICO
124919	132694	É sinônimo HETEROTIPICO
84550	132694	É sinônimo HETEROTIPICO
30258	132694	É sinônimo HETEROTIPICO
84558	132694	É sinônimo HETEROTIPICO
124924	132694	É sinônimo HETEROTIPICO
124923	132694	É sinônimo HETEROTIPICO
124933	132694	É sinônimo HETEROTIPICO
84566	132694	É sinônimo HETEROTIPICO
124930	132694	É sinônimo HETEROTIPICO
84561	132694	É sinônimo HETEROTIPICO
124871	132694	É sinônimo HETEROTIPICO
124926	132694	É sinônimo HETEROTIPICO
124928	132694	É sinônimo HETEROTIPICO
84560	132694	É sinônimo HETEROTIPICO
124916	132694	É sinônimo HETEROTIPICO
124931	132694	É sinônimo HETEROTIPICO
84568	132694	É sinônimo HETEROTIPICO
124934	132694	É sinônimo HETEROTIPICO
84570	132694	É sinônimo HETEROTIPICO
605801	132694	É sinônimo HETEROTIPICO
124927	132694	É sinônimo HETEROTIPICO
122103	132694	É sinônimo HETEROTIPICO
598413	132694	É sinônimo BASIONIMO
605820	132694	É sinônimo HOMOTIPICO
605821	132694	É sinônimo HOMOTIPICO
605822	132694	É sinônimo HETEROTIPICO
598068	132694	É sinônimo HETEROTIPICO
124910	132694	É sinônimo HETEROTIPICO
19331	132694	É sinônimo HETEROTIPICO
122009	132694	É sinônimo HETEROTIPICO
124939	132694	É sinônimo HETEROTIPICO
84572	132694	É sinônimo HETEROTIPICO
124938	132694	É sinônimo HETEROTIPICO
605823	132694	É sinônimo HETEROTIPICO
124918	132694	É sinônimo HETEROTIPICO
605824	132694	É sinônimo HETEROTIPICO
124935	132694	É sinônimo HETEROTIPICO
605826	132694	É sinônimo HETEROTIPICO
605827	132694	É sinônimo HETEROTIPICO
605828	132694	É sinônimo HETEROTIPICO
124932	132694	É sinônimo HETEROTIPICO
605829	132694	É sinônimo HETEROTIPICO
605830	132694	É sinônimo HETEROTIPICO
605831	132694	É sinônimo HETEROTIPICO
124929	132694	É sinônimo HETEROTIPICO
605832	132694	É sinônimo HETEROTIPICO
84578	132694	É sinônimo HETEROTIPICO
124942	132694	É sinônimo HETEROTIPICO
124941	132694	É sinônimo HETEROTIPICO
605833	132694	É sinônimo HETEROTIPICO
605834	132694	É sinônimo HETEROTIPICO
124870	132694	É sinônimo HETEROTIPICO
124868	132694	É sinônimo HETEROTIPICO
581941	132694	É sinônimo HETEROTIPICO
124869	132694	É sinônimo HETEROTIPICO
122099	132694	É sinônimo HETEROTIPICO
105299	132694	É sinônimo HETEROTIPICO
124873	132694	É sinônimo HETEROTIPICO
124872	132694	É sinônimo HETEROTIPICO
605835	132694	É sinônimo HETEROTIPICO
122104	132694	É sinônimo HETEROTIPICO
605836	132694	É sinônimo HETEROTIPICO
605837	132694	É sinônimo HETEROTIPICO
605838	132694	É sinônimo HETEROTIPICO
105295	132694	É sinônimo HETEROTIPICO
605839	132694	É sinônimo HETEROTIPICO
605840	132694	É sinônimo HETEROTIPICO
605841	132694	É sinônimo HETEROTIPICO
605842	132694	É sinônimo HETEROTIPICO
605843	132694	É sinônimo HETEROTIPICO
84552	132694	É sinônimo HETEROTIPICO
605844	132694	É sinônimo HETEROTIPICO
124937	132694	É sinônimo HETEROTIPICO
605845	132694	É sinônimo HETEROTIPICO
605846	132694	É sinônimo HETEROTIPICO
605847	132694	É sinônimo HETEROTIPICO
605848	132694	É sinônimo HETEROTIPICO
605849	132694	É sinônimo HETEROTIPICO
605850	132694	É sinônimo HETEROTIPICO
605851	132694	É sinônimo HETEROTIPICO
605852	132694	É sinônimo HETEROTIPICO
19328	132694	É sinônimo HETEROTIPICO
605853	132694	É sinônimo HETEROTIPICO
605854	132694	É sinônimo HETEROTIPICO
124906	132694	É sinônimo HETEROTIPICO
605825	132694	É sinônimo HETEROTIPICO
107754	107753	É sinônimo HETEROTIPICO
609650	9644	É sinônimo HOMOTIPICO
593977	132657	É sinônimo HOMOTIPICO
134478	132713	É sinônimo BASIONIMO
132714	93859	É sinônimo HETEROTIPICO
621969	621844	É sinônimo HETEROTIPICO
621970	621844	É sinônimo HETEROTIPICO
596436	583092	É sinônimo HETEROTIPICO
125287	7096	É sinônimo BASIONIMO
125289	7096	É sinônimo HOMOTIPICO
125290	7096	É sinônimo HOMOTIPICO
125292	7096	É sinônimo HETEROTIPICO
125920	17032	É sinônimo BASIONIMO
609457	609456	É sinônimo BASIONIMO
139004	139000	É sinônimo HOMOTIPICO
597044	606707	É sinônimo BASIONIMO
640152	640151	É sinônimo HETEROTIPICO
599999	640151	É sinônimo HETEROTIPICO
88146	88145	É sinônimo HETEROTIPICO
88144	88145	É sinônimo HETEROTIPICO
21262	88145	É sinônimo HOMOTIPICO
14924	88145	É sinônimo HETEROTIPICO
14926	88145	É sinônimo HETEROTIPICO
88147	88145	É sinônimo HETEROTIPICO
602187	88145	É sinônimo HETEROTIPICO
601869	88145	É sinônimo HETEROTIPICO
601824	88145	É sinônimo HETEROTIPICO
600975	88145	É sinônimo HETEROTIPICO
600683	88145	É sinônimo HETEROTIPICO
14927	88145	É sinônimo HETEROTIPICO
601271	88145	É sinônimo HETEROTIPICO
111838	88145	É sinônimo HETEROTIPICO
640074	88145	É sinônimo HETEROTIPICO
640075	88145	É sinônimo HETEROTIPICO
134516	134515	É sinônimo BASIONIMO
13394	134539	É sinônimo BASIONIMO
13395	134540	É sinônimo BASIONIMO
134496	134494	
135223	134563	
135438	134563	
135665	134563	
135765	134563	
134612	99496	É sinônimo BASIONIMO
134613	134614	
134594	134596	
134619	134621	
24819	134634	É sinônimo HETEROTIPICO
134761	134607	
99734	99922	É sinônimo HETEROTIPICO
134644	99922	É sinônimo BASIONIMO
91929	134680	É sinônimo BASIONIMO
134633	134632	
134630	134631	
134629	134628	
134691	134688	
134669	134667	
20436	134538	É sinônimo BASIONIMO
134615	134616	
103872	130515	É sinônimo BASIONIMO
103871	130515	É sinônimo HOMOTIPICO
100715	134671	É sinônimo BASIONIMO
624737	134746	
134743	134740	
134768	134770	
134701	134700	
126395	119388	É sinônimo BASIONIMO
122830	122829	É sinônimo BASIONIMO
122832	122829	É sinônimo HETEROTIPICO
40578	134815	É sinônimo HETEROTIPICO
58099	134811	É sinônimo HOMOTIPICO
123901	134776	É sinônimo HOMOTIPICO
8977	134813	É sinônimo HOMOTIPICO
600983	134813	É sinônimo HOMOTIPICO
601068	134813	É sinônimo HETEROTIPICO
8982	134823	É sinônimo HOMOTIPICO
8994	134823	É sinônimo HETEROTIPICO
614641	614640	É sinônimo HETEROTIPICO
615981	608481	É sinônimo HETEROTIPICO
615983	608481	É sinônimo HETEROTIPICO
23561	608481	É sinônimo HETEROTIPICO
598720	608481	É sinônimo HOMOTIPICO
621301	608481	É sinônimo HETEROTIPICO
621319	608481	É sinônimo HETEROTIPICO
632790	632789	É sinônimo HETEROTIPICO
632823	632822	É sinônimo HETEROTIPICO
613739	139820	É sinônimo HOMOTIPICO
613740	139820	É sinônimo HETEROTIPICO
613741	139820	É sinônimo HETEROTIPICO
613742	139820	É sinônimo HETEROTIPICO
613743	139820	É sinônimo HETEROTIPICO
613744	139820	É sinônimo HETEROTIPICO
613746	139820	É sinônimo HETEROTIPICO
595459	613962	É sinônimo BASIONIMO
621756	621755	É sinônimo HETEROTIPICO
621757	621755	É sinônimo HETEROTIPICO
52883	7425	É sinônimo HETEROTIPICO
52878	7425	É sinônimo HETEROTIPICO
52928	7425	É sinônimo HOMOTIPICO
52893	7425	É sinônimo HETEROTIPICO
52897	7425	É sinônimo HETEROTIPICO
52898	7425	É sinônimo HETEROTIPICO
52899	7425	É sinônimo HETEROTIPICO
52900	7425	É sinônimo HETEROTIPICO
52901	7425	É sinônimo HETEROTIPICO
52906	7425	É sinônimo HETEROTIPICO
622141	623714	É sinônimo HETEROTIPICO
636638	636639	É sinônimo BASIONIMO
636645	636639	É sinônimo HOMOTIPICO
597306	622917	É sinônimo BASIONIMO
622595	622594	É sinônimo BASIONIMO
602007	622594	É sinônimo HETEROTIPICO
594789	622594	É sinônimo HETEROTIPICO
622685	622684	É sinônimo BASIONIMO
601511	622684	É sinônimo HETEROTIPICO
637414	22842	É sinônimo BASIONIMO
594488	8617	
612574	23452	É sinônimo HOMOTIPICO
33281	14408	É sinônimo HOMOTIPICO
84541	14408	É sinônimo HOMOTIPICO
87698	14408	É sinônimo HETEROTIPICO
79188	14408	É sinônimo HETEROTIPICO
87700	14408	É sinônimo HETEROTIPICO
606223	14408	É sinônimo BASIONIMO
606224	14408	É sinônimo HOMOTIPICO
638599	610067	É sinônimo BASIONIMO
593996	595869	É sinônimo HETEROTIPICO
617336	617335	É sinônimo BASIONIMO
632221	632220	É sinônimo HETEROTIPICO
632225	632220	É sinônimo HETEROTIPICO
619610	613447	É sinônimo HETEROTIPICO
619611	613447	É sinônimo HETEROTIPICO
619612	613447	É sinônimo HETEROTIPICO
619613	613447	É sinônimo HETEROTIPICO
619614	613447	É sinônimo HETEROTIPICO
619615	613447	É sinônimo HETEROTIPICO
