id	identifier	bibliographicCitation	title	creator	date	type
677		Nat. Pflanzenfam. [Engler & Prantl],3(4): 118,1896	Nat. Pflanzenfam. [Engler & Prantl]	Engler, H.G.A.	1896	
678		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
679		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
680		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
683		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]	Engler, H.G.A.	1896	
684		Bot. Jahrb. Syst.,21(Beibl. 54): 24,1896	Bot. Jahrb. Syst.	Engler, H.G.A.	1896	
685		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
686		Ark. Bot.,22a(8): 53,1928	Ark. Bot.		1928	
686		Ark. Bot.,8(8): 12, t. 1, f. 4-5,1909	Ark. Bot.		1909	
687		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
688		Bull. Herb. Boissier,sér. 2, 4: 1282,1904	Bull. Herb. Boissier		1904	
690		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
691		Publ. Inst. Nac. Pesq. Amazônia Bot.,27: 4, fig. 2,1968	Publ. Inst. Nac. Pesq. Amazônia Bot.	Albuquerque, B.W.P.	1968	
692		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
693		Hist. Pl. Guiane,1: 78, t. 30,1775	Hist. Pl. Guiane		1775	
694		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
695		Bol. Inst. Nac. Pesq. Amazon. Ser. Pesq. Florest.,8: 1, f. 1,1970	Bol. Inst. Nac. Pesq. Amazon. Ser. Pesq. Florest.	Albuquerque, B.W.P.	1970	
696		Syst. Nat.,ed. 10, 2: 897,1759	Syst. Nat.	Linnaeus, C	1759	original description
698		Meded. Bot. Mus. Herb. Rijks Univ. Utrecht,27: 80,1915	Meded. Bot. Mus. Herb. Rijks Univ. Utrecht	Herzog	1915	
699		Bull. Herb. Boissier,4(12): 1283,1904	Bull. Herb. Boissier		1904	
701		Atas Soc. Bot. Brasil, Sec. Rio de Janeiro,11(2): 51, fig. 1,1967	Atas Soc. Bot. Brasil, Sec. Rio de Janeiro	Albuquerque, B.W.P.	1967	
702		Nat. Pflanzenfam. [Engler & Prantl],3(4): 118,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
704		Fl. Ilustr. Catarin.,13,1973	Fl. Ilustr. Catarin.		1973	
705		Bol. Soc. Argent. Bot.,14: 241,1972	Bol. Soc. Argent. Bot.		1972	
706		Bull. Herb. Boissier,4: 1283,1904	Bull. Herb. Boissier		1904	
707		Bull. Herb. Boissier,4: 1283,1904	Bull. Herb. Boissier		1904	
709		Bol. Soc. Argent. Bot.,14: 244,1972	Bol. Soc. Argent. Bot.		1972	
710		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
711		Bull. Herb. Boissier,4(12): 1283,1904	Bull. Herb. Boissier		1904	
712		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]	Engler, A.	1896	
713		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
714		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
715		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
716		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
717		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
718		Nat. Pflanzenfam. [Engler & Prantl],3(4): 116,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
719		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]		1896	
720		Serv. Sanit. Estado de São Paulo,14: 205,1920	Serv. Sanit. Estado de São Paulo	Hoehne, F.C.	1920	
721		Nat. Pflanzenfam. [Engler & Prantl],3(4): 117,1896	Nat. Pflanzenfam. [Engler & Prantl]	Engler, A.	1896	
722		Bot. Jahrb. Syst.,21(54): 23,1896	Bot. Jahrb. Syst.	Engler, A.	1896	original description
723		Repert. Spec. Nov. Regni Veg. Beih.,2: 26,1906	Repert. Spec. Nov. Regni Veg. Beih.		1906	
724		Publ. Inst. Nac. Pesq. Amazônia Bot.,28: 10, t. 9,1968	Publ. Inst. Nac. Pesq. Amazônia Bot.	Albuquerque, B.W.P.	1968	
726		Revis. Gen. Pl.,3(2): 34,1898	Revis. Gen. Pl.	Kuntze, O.	1898	
730		Syst. Veg. (ed. 16) [Sprengel],4(2): 91,1827	Syst. Veg. (ed. 16) [Sprengel]	Sprengel, K.	1827	
731		Fl. bras.,12(2): 99,1874	Fl. bras.	Engler, H.G.A.	1874	
732		Bot. J. Linn. Soc.,144: 366, fig. 1,2004	Bot. J. Linn. Soc.	Pirani, J.R.	2004	original description
733		Bot. Jahrb. Syst.,15(Beibl.34): 3,1892	Bot. Jahrb. Syst.	Taubert, P.	1892	original description
734		Bot. J. Linn. Soc.,144(3): 370-372, f. 3,2004	Bot. J. Linn. Soc.	Pirani, J.R.	2004	
735		Prodr.,1: 732,1824	Prodr.	Candolle, A.P. de	1824	
736		Bull. Sci. Soc. Philom. Paris,10: 132,1823	Bull. Sci. Soc. Philom. Paris		1823	
737		Prodr.,1: 731,1824	Prodr.	Candolle, A.P. de	1824	original description
738		Bull. Misc. Inform. Kew,1935: 118,1935	Bull. Misc. Inform. Kew	Sandwith, N.Y.	1935	original description
739		Fl. bras. merid.,1: 90,1825	Fl. bras. merid.	Saint-Hilaire, A.F.C.P.	1825	original description
740		Traité Bot. Méd. Phan.,2: 851,1884	Traité Bot. Méd. Phan.	Baillon, H.E.	1884	
741		Stirp. Surinam. Select.,64,1851	Stirp. Surinam. Select.	Miquel	1851	original description
742		Nouv. Bull. Sci. Soc. Philom. Paris,10: 132,1823	Nouv. Bull. Sci. Soc. Philom. Paris	Saint Hilaire, A.	1823	original description
743		Fl. bras. merid.,1: 89,1825	Fl. bras. merid.	Saint Hilaire, A.	1825	original description
745		Nouv. Bull. Sci. Soc. Philom. Paris,10: 132,1823	Nouv. Bull. Sci. Soc. Philom. Paris	Saint-Hilaire, A.F.C.P.	1823	original description
747		Fl. bras.,12(2): 98,1874	Fl. bras.	Engler, H.G.A.	1874	
748		Fl. bras.,12(2): 98,1874	Fl. bras.	Engler, H.G.A.	1874	
749		Prodr.,1: 731,1824	Prodr.	Candolle, A.P. de	1824	
751		Notizbl. Königl. Bot. Gart. Berlin,6: 144,1914	Notizbl. Königl. Bot. Gart. Berlin	Krause, K.	1914	original description
752		Nouv. Bull. Sci. Soc. Philom. Paris,10: 131,1823	Nouv. Bull. Sci. Soc. Philom. Paris	Saint-Hilaire, A.F.C.P.	1823	original description
753		Acta Bot. Neerl.,26: 487,1978	Acta Bot. Neerl.	Kaastra, R.	1978	
754		Mém. Mus. Hist. Nat.,10: 282,1824	Mém. Mus. Hist. Nat.	Saint-Hilaire, A.F.C.P.	1824	
755		Fl. bras. merid.,1: 90,1825	Fl. bras. merid.	Saint Hilaire, A.	1825	original description
756		Bull. Sci. Soc. Philom. Paris,10: 131,1823	Bull. Sci. Soc. Philom. Paris	Saint Hilaire, A.	1823	original description
757		Mant. 1 (Schultes),Add. 1: 194,1824	Mant. 1 (Schultes)	Schultes, R.E.	1824	
758		Bot. Reg.,17: t. 1420,1831	Bot. Reg.	Lindley, J.	1831	original description
759		Trans. Med. Bot. Soc. London,1: 23, t. 11,1829	Trans. Med. Bot. Soc. London	Hancock, J.	1829	original description
760		Ann. Sci. Nat., Bot.,17: 139,1842	Ann. Sci. Nat., Bot.	Saint Hilaire, A. & Tulasne, L.	1842	original description
761		Mém. Mus. Hist. Nat.,10: 281,1823	Mém. Mus. Hist. Nat.	Saint-Hilaire, A.F.C.P.	1823	
762		Nouv. Bull. Sci. Soc. Philom. Paris,10: 132,1823	Nouv. Bull. Sci. Soc. Philom. Paris	Saint-Hilaire, A.F.C.P.	1823	original description
763		Brittonia,59(4): 346,2007	Brittonia	Pirani, J.R.	2007	
764		Prodr.,1: 731,1824	Prodr.	Candolle, A.P. de	1824	original description
765		Bot. J. Linn. Soc.,144: 368, fig. 2,2004	Bot. J. Linn. Soc.	Pirani, J.R.	2004	original description
766		Gartenflora,15: 358,1866	Gartenflora	Regel	1866	original description
767		Fl. bras.,12(2): 98,1874	Fl. bras.	Engler, A.	1874	
768		Mem. New York Bot. Gard.,8: 121,1953	Mem. New York Bot. Gard.	Cowan, R. S.	1953	original description
770		Fl. bras.,12(2): 115,1874	Fl. bras.	Engler, A.	1874	original description
771		Hist. Pl. Guiane,2: 662, t. 269,1775	Hist. Pl. Guiane	Aublet, F.	1775	original description
772		Mem. Torrey Bot. Club,60: 357,1933	Mem. Torrey Bot. Club	Smith, A.C.	1933	original description
774		Hooker's Icon. Pl.,14: 67,1882	Hooker's Icon. Pl.	Bentham, G.	1882	original description
775		Bull. Herb. Boissier,4: 1285,1904	Bull. Herb. Boissier		1904	
777		Brittonia,50(3): 369,1998	Brittonia	Pirani, J.R.	1998	
778		Ann. New York Acad. Sci.,7: 69,1892	Ann. New York Acad. Sci.		1892	
779		Acta Bot. Neerl.,26: 487,1977	Acta Bot. Neerl.		1977	
780		Fl. bras.,12(2): 185,1874	Fl. bras.	Engler, H.G.A.	1874	
781		Bull. Herb. Boissier,7 (12): 1001,1907	Bull. Herb. Boissier	Fries, R.E.	1907	original description
790		Arch. Jard. Bot. Rio de Janeiro,3: 182,1922	Arch. Jard. Bot. Rio de Janeiro	Ducke, A.	1922	
795		Brittonia	Brittonia			
801		Denkschr. Königl. Akad. Wiss. München,12: 229, t. 12,1819	Denkschr. Königl. Akad. Wiss. München		1819	
804		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 171, pl. 26,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1823	original description
812		Fl. Serres Jard. Eur.,4: t. 337,1848	Fl. Serres Jard. Eur.	Lemaire	1848	original description
813		Bot. Jahrb. Syst.,21 Beibl. 54: 29,1896	Bot. Jahrb. Syst.	Engler, H.G.A.	1896	
814		Notizbl. Königl. Bot. Gart. Berlin,6: 146,1914	Notizbl. Königl. Bot. Gart. Berlin	Krause, K.	1914	original description
815		Bot. Jahrb. Syst.,30 Beibl. 67: 30,1901	Bot. Jahrb. Syst.	Schumann, K.	1901	original description
816		Acta Bot. Neerl.,26: 484, t. 8,1977	Acta Bot. Neerl.	Kaastra	1977	original description
817		Bot. Jahrb. Syst.,15 Beibl. 34: 5,1892	Bot. Jahrb. Syst.	Taubert	1892	original description
818		Bot. Jahrb. Syst.,15 Beibl. 34: 6,1892	Bot. Jahrb. Syst.	Taubert	1892	
819		Fl. bras. merid.,1: 81, t. 16,1825	Fl. bras. merid.	Saint-Hilaire, A.F.C.P.	1825	original description
820		Mart. Fl. Bras.,12(2): 150,1874	Mart. Fl. Bras.	Engler, H.G.A.	1874	original description
821		Ann. Sci. Nat., Bot.,17: 139,1842	Ann. Sci. Nat., Bot.	Saint-Hilaire, A. & Tulasne	1842	original description
822		Nat. Pflanzenfam. [Engler & Prantl],3(4): 160,1896	Nat. Pflanzenfam. [Engler & Prantl]	Engler, A.	1896	original description
823		Flora,20(2) Beibl.: 124,1837	Flora	C.P.F. von Martius	1837	original description
826		Syst. Nat. (ed. 10),2: 1153,1759	Syst. Nat. (ed. 10)		1759	
829		Iter Hispan.,197,1758	Iter Hispan.	Loefling	1758	
831		Syst. Nat. (ed. 10),2: 1153,1759	Syst. Nat. (ed. 10)	Linnaeus, C.	1759	
835		Mant. Pl.,2: 563,1771	Mant. Pl.		1771	
837		Malayan Misc.,1: 31,1820	Malayan Misc.	Jack	1820	
841		Mem. New York Bot. Gard.,10(2): 35,1960	Mem. New York Bot. Gard.	Cowan, R. S.	1960	original description
843		Mem. New York Bot. Gard.,10(2): 37,1960	Mem. New York Bot. Gard.	Cowan, R. S.	1960	
848		Rodriguésia,30(45): 259, t. 9,1978	Rodriguésia		1978	
849		Brittonia,61(1): 29,2009	Brittonia	Kallunki, J.A.	2009	
850		Brittonia,61(1): 29,2009	Brittonia	Kallunki, J.A.	2009	
851		Rodriguésia,30(45): 249, fig. 6,1978	Rodriguésia	Emmerich, M.	1978	original description
852		Brittonia,61(1): 29,2009	Brittonia	Kallunki, J.A.	2009	
856		Fl. Flumin.,1: 18, t. 46,1829	Fl. Flumin.	Vellozo, J.M.C.	1829	original description
859		Nomencl. Bot.,ed. 3, 191,1797	Nomencl. Bot.		1797	
860		Sp. Pl.,3: 585,1803	Sp. Pl.	Willdenow, C.L. von	1803	
862		Bull. Acad. Roy. Sci. Bruxelles,9(1): 21,1842	Bull. Acad. Roy. Sci. Bruxelles	Scheidw.	1842	original description
867		Novon,8(4): 447, f. 1A-I,1998	Novon	Skorupa, L.A.	1998	original description
868		Sellowia,12: 86,1960	Sellowia	Cowan, R. S.	1960	original description
869		Novon,8(4): 449, f. 2A-H,1998	Novon	Skorupa, L.A.	1998	original description
870		Leandra,Rizzini, C.T.,1975	Leandra	Rizzini, C.T.	1975	original description
871		Kew Bull.,1948: 308,1948	Kew Bull.	Sandwith, N.Y.	1948	
872		Fl. bras.,12(2): 134,1874	Fl. bras.	Engler, H.G.A.	1874	
875		Syst. Veg. (ed. 16) [Sprengel],4(2): 126,1827	Syst. Veg. (ed. 16) [Sprengel]	Sprengel, K.	1827	original description
876		Pharm. J. Trans.,22: 875,1892	Pharm. J. Trans.	Holmes, W.C.	1892	original description
877		Bull. Mens. Soc. Linn. Lyon,16: 145,1947	Bull. Mens. Soc. Linn. Lyon	Machado, O.	1947	original description
878		Anais Soc. Bot. Brasil,p. 75,1977	Anais Soc. Bot. Brasil	Badini, J.	1977	original description
879		Fl. bras.,12(2): 135,1874	Fl. bras.	Engler, H.G.A.	1874	original description
880		Leandra,4-5: 13,1974	Leandra		1974	
881		Fl. bras.,12(2): 138, t. 31, f. 2,1874	Fl. bras.	Engler, H.G.A.	1874	original description
882		Pharm. J. Trans.,24: 506,1893	Pharm. J. Trans.	Wardleworth	1893	original description
883		Bol. Mus. Nac. Rio de Janeiro,27: 3, t.1,1961	Bol. Mus. Nac. Rio de Janeiro	Cowan, R.S.	1961	original description
884		Pharm. Z.,19: 129,1880	Pharm. Z.	Poehl	1880	
885		Leandra,4-5: 101, t. 2,1974	Leandra	Occhioni, P. & Rizzini, C.T.	1974	original description
886		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 177, t. 30,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1823	original description
887		Bull. Sci. Soc. Philom. Paris,1823: 131,1823	Bull. Sci. Soc. Philom. Paris	Saint-Hilaire, A.F.C.P.	1823	original description
889		Repert. Spec. Nov. Regni Veg. Beih.,10: 346,1912	Repert. Spec. Nov. Regni Veg. Beih.	Hassler, E.	1912	
891		Acta Bot. Neerl.,26: 486,1977	Acta Bot. Neerl.	Kaastra, R.	1977	original description
892		Repert. Spec. Nov. Regni Veg. Beih.,10: 346,1912	Repert. Spec. Nov. Regni Veg. Beih.	Hassler, E.	1912	
893		Acta Bot. Neerl.,26: 487,1978	Acta Bot. Neerl.	Kaastra, R.	1978	
894		Fl. bras.,12(2): 138,1874	Fl. bras.	Engler, H.G.A.	1874	
895		Fl. bras.,12(2): 135,1874	Fl. bras.	Engler, H.G.A.	1874	original description
896		Fl. bras.,12(2): 136, pl. 30,1874	Fl. bras.	Engler, H.G.A.	1874	original description
897		Bull. Herb. Boissier,4: 1284,1904	Bull. Herb. Boissier		1904	
899		Acta Bot. Neerl.,26: 487,1977	Acta Bot. Neerl.		1977	
900		Acta Bot. Neerl.,26: 487,1977	Acta Bot. Neerl.	Kaastra, R.	1977	original description
901		Acta Bot. Neerl.,26: 487,1977	Acta Bot. Neerl.	Kaastra, R.	1977	original description
902		Publ. Field Mus. Nat. Hist., Bot. Ser.,13: 676,1949	Publ. Field Mus. Nat. Hist., Bot. Ser.		1949	
905		Recherches Jaborandis,45,1905	Recherches Jaborandis	Duval	1905	
906		Fl. bras.,12(2): 134,1874	Fl. bras.	Engl.	1874	original description
907		Novon,8(4): 453,1998	Novon	Skorupa, L.A.	1998	original description
908		Pharm. J. Trans.,3, 24: 1066,1894	Pharm. J. Trans.	Holmes, W. C.	1894	original description
909		Nat. Pflanzenfam. [Engler & Prantl],3(4): 157,1896	Nat. Pflanzenfam. [Engler & Prantl]	Engler, H.G.A.	1896	original description
911		Fl. bras.,12(2): 175,1874	Fl. bras.	Engler, H.G.A.	1874	
912		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,12: 17,1824	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1824	
915		Mém. Mus. Hist. Nat.,12: 541, t. 15, f. 49,1825	Mém. Mus. Hist. Nat.	Jussieu, A.	1825	
916		Rutaceae,11, t. 6,1834	Rutaceae	Schott	1834	
921		Mart. Fl. bras.,12(2): 100,1874	Mart. Fl. bras.	Engler, A.	1874	original description
924		Inst. Rei Herb.,2: 417,1766	Inst. Rei Herb.	Crantz	1766	
926		Fl. bras.,12(2): 102,1874	Fl. bras.	Engler, H.G.A.	1874	
927		Brittonia,46(4): 284,1994	Brittonia	Kallunki, J.A.	1994	
928		Hist. Pl. Guiane,2: 671, t. 272,1775	Hist. Pl. Guiane	Aublet, F.	1775	original description
929		Brittonia,46(4): 283,1994	Brittonia	Kallunki, J.A.	1994	original description
930		Mant.,1: 126,1822	Mant.	Schultes, R.E.	1822	original description
931		Bol. Ci. Técn. Mus. Comercial Venezuela,13: 421,1921	Bol. Ci. Técn. Mus. Comercial Venezuela	Pittier	1921	original description
934		Lilloa,17: 225,1949	Lilloa	Tamayo & Croat	1949	original description
935		Fl. bras.,12(2): 102, t. 20,1874	Fl. bras.	Engler, H.G.A.	1874	original description
936		Brittonia,42(3): 176,1990	Brittonia	Kallunki, J.A.	1990	
937		Brittonia,46(4): 288,1994	Brittonia	Kallunki, J.A.	1994	original description
938		Brittonia,42(3): 177,1990	Brittonia		1990	
939		Arch. Jard. Bot. Rio de Janeiro,3: 184-185,1922	Arch. Jard. Bot. Rio de Janeiro	Ducke, A.	1922	original description
940		Rodriguésia,56(86): 197, fig. 2,2005	Rodriguésia	Pirani, J.R. & Kallunki, J.A.	2005	original description
941		Arch. Jard. Bot. Rio de Janeiro,3: 185, fig. 8a-f,1922	Arch. Jard. Bot. Rio de Janeiro	Ducke, A.	1922	original description
942		Brittonia,46(4): 285, fig. 2,1994	Brittonia	Kallunki, J.A.	1994	original description
943		Arch. Jard. Bot. Rio de Janeiro,5: 143,1930	Arch. Jard. Bot. Rio de Janeiro	Ducke, A.	1930	original description
944		Brittonia,46(4): 282,1994	Brittonia	Kallunki, J.A.	1994	
945		Mart. Fl. Bras.,103, t. 21,1874	Mart. Fl. Bras.	Engler, H.G.A.	1874	original description
946		Brittonia,42(3): 177,1990	Brittonia	Kallunki, J.A.	1990	
948		Rodriguésia,30(45): 285, fig. 14, 15,1978	Rodriguésia	Emmerich, M.	1978	original description
950		Kew Bull.,53(2): 324,1998	Kew Bull.	Kallunki, J.A.	1998	
951		Acta Amazonica,1(2): 34,1979	Acta Amazonica	Rodrigues, W.A. & Silva, M.F.	1979	original description
952		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 169, t. 24,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1823	original description
953		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 169,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1823	original description
954		Recueil Trav. Bot. Néerl.,30: 182,1933	Recueil Trav. Bot. Néerl.	Haye	1933	
955		Ann. Missouri Bot. Gard.,75(1): 315-316, f. 3,1988	Ann. Missouri Bot. Gard.	Steyermark, J.	1988	
956		Notizbl. Königl. Bot. Gart. Berlin,6: 145,1914	Notizbl. Königl. Bot. Gart. Berlin	Krause, K.	1914	original description
960		Bol. Mus. Paraense Hist. Nat. Ethnogr.,5: 423,1909	Bol. Mus. Paraense Hist. Nat. Ethnogr.	Huber, J.	1909	original description
961		Arch. Inst. Biol. Veg.,2: 48,1935	Arch. Inst. Biol. Veg.	Ducke, A.	1935	original description
963		Publ. Field Mus. Nat. Hist., Bot. Ser.,13(3/2): 687,1949	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1949	
964		Fl. Flumin. Icon.,[texto] 20 [icones] 1: t. 49,1831	Fl. Flumin. Icon.	Vellozo, J.M.C.	1831	
965		Arch. Jard. Bot. Rio de Janeiro,4: 101,1925	Arch. Jard. Bot. Rio de Janeiro	A. Ducke	1925	original description
967		Fl. bras.,12(2): 126,1874	Fl. bras.	Engler, A.	1874	
971		Brittonia,39(4): 409, fig. 1,1987	Brittonia	Kallunki, J.A.	1987	original description
972		Boletim Museu Paraense Emílio Goeldi,7(2): 305,1991	Boletim Museu Paraense Emílio Goeldi	Kallunki, J.A.	1991	original description
974		Bol. Mus. Paraense Emilio Goeldi, Bot.,7(2): 302,1991	Bol. Mus. Paraense Emilio Goeldi, Bot.	Kallunki, J.A.	1991	original description
985		Fl. Flumin. Icon.,[texto] 1: 31, [icon.] 1: t. 77,1831	Fl. Flumin. Icon.	Vellozo, J.M.C.	1831	original description
987		Prodr.,1: 710,1824	Prodr.	De Candolle, A.L.P.P.	1824	original description
994		Ann. Missouri Bot. Gard.,71(1): 314-316, f. 6,1984	Ann. Missouri Bot. Gard.		1984	
996		Syst. Veg.,49,	Syst. Veg.			
997		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 156, t. 18A, 20,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1823	original description
998		Syst. Veg. (ed. 16),1: 38,1824	Syst. Veg. (ed. 16)	Sprengel	1824	original description
999		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 155, t. 18, fig A.,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1823	original description
1000		Syn. Pl.,1: 100,1839	Syn. Pl.	Dietrich, D.N.F.	1839	
1001		Allg. Naturgesch.,3(2): 1268,1841	Allg. Naturgesch.	Oken	1841	
1002		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 157,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1823	original description
1003		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 155,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Nees von Esenbeck, C.G.D. & Martius, C.F.P.	1823	original description
1008		Rodriguésia,30(45): 267, fig. 10, 11,1978	Rodriguésia	Emmerich, M.	1978	original description
1010		Notizbl. Königl. Bot. Gart. Berlin,6: 148,1914	Notizbl. Königl. Bot. Gart. Berlin	K. Krause	1914	original description
1017		Mem. New York Bot. Gard.,10(2): 64,1960	Mem. New York Bot. Gard.		1960	
1018		Mem. New York Bot. Gard.,10(2): 63,1960	Mem. New York Bot. Gard.	Cowan & Brizicky	1960	original description
1019		Mem. New York Bot. Gard.,10(2): 62,1960	Mem. New York Bot. Gard.		1960	
1021		Kew Bull.,9: 368,1928	Kew Bull.	Sandwith, N.Y.	1928	original description
1022		Bull. Jard. Bot. Natl. Belg.,54(3-4): 483,1984	Bull. Jard. Bot. Natl. Belg.		1984	
1023		Bull. Soc. Philom. Paris,3, 10: 130,1823	Bull. Soc. Philom. Paris	Saint-Hilaire, A.F.C.P.	1823	original description
1024		Fl. bras.,12(2): 88, t. 14,1874	Fl. bras.	Engler, H.G.A.	1874	
1025		Bull. Misc. Inform. Kew,1939: 548,1940	Bull. Misc. Inform. Kew	Sandwith, N.Y.	1940	original description
1028		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 177, t. 21,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Esenbeck, C.G.N. von & Martius, C.F.P.	1823	original description
1033		Prodr.,1: 730,1824	Prodr.	Candolle, A.P. de	1824	
1034		Pl. Rem. Bres.,1: 142,1824	Pl. Rem. Bres.	Saint-Hilaire, A.F.C.P.	1824	original description
1035		Hist. Pl. Guiane,2: 689, t. 277,1775	Hist. Pl. Guiane	Aublet, F.	1775	original description
1036		Brittonia,50(4): 508,1998	Brittonia	Kallunki, J.A.	1998	
1037		Bull. Soc. Philom. Paris,10: 132,1823	Bull. Soc. Philom. Paris	Saint-Hilaire, A.F.C.P.	1823	original description
1038		Mém. Mus. Hist. Nat.,9: 146, t. 9,1822	Mém. Mus. Hist. Nat.	Candolle, A.P. de	1822	original description
1039		Symb. Bot.,1(2): 28, t. 17,1831	Symb. Bot.	Presl, K.	1831	original description
1040		Mém. Mus. Hist. Nat.,9: 145, t. 8,1822	Mém. Mus. Hist. Nat.	Candolle, A.P. de	1822	original description
1041		Prodr.,1: 730,1824	Prodr.	Candolle, A.P. de	1824	
1042		Candollea,45(1): 371,1990	Candollea	Gereau, R.E.	1990	
1043		Ann. Missouri Bot. Gard.,66: 146,1979	Ann. Missouri Bot. Gard.	Elias, T.S.	1979	original description
1045		Prodr.,57,1825	Prodr.		1825	
1048		Brittonia,44(2): 122,1992	Brittonia	Kallunki, J.A.	1992	
1049		Brittonia,44(2): 118,1992	Brittonia	Kallunki, J.A.	1992	
1052		Torreya,9(2): 33,1909	Torreya	P. Wilson	1909	
1053		Prodr.,1: 536,1824	Prodr.		1824	
1061		Ann. Soc. Bot. Lyon,7: 137,1880	Ann. Soc. Bot. Lyon		1880	
1065		Publ. Field Mus. Nat. Hist., Bot. Ser.,13(3): 664,1949	Publ. Field Mus. Nat. Hist., Bot. Ser.	Macbride, J.F.	1949	
