id	identifier	bibliographicCitation	title	creator	date	type
32648		Nomencl. Bot.,: 56,1797	Nomencl. Bot.	Raeuschel, E.A.	1797	original description
32649		Publ. Field Mus. Nat. Hist., Bot. Ser.,11: 245,1936	Publ. Field Mus. Nat. Hist., Bot. Ser.		1936	
32650		Flora,59: 552,1876	Flora		1876	
32651		Flora,59: 552,1876	Flora		1876	
32652		Fl. bras.,6(5): 360,1881	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1881	
32653		Trans. Linn. Soc. London, Bot.,4: 379,1895	Trans. Linn. Soc. London, Bot.		1895	
32654		Mem. New York Bot. Gard.,23: 641,1972	Mem. New York Bot. Gard.		1972	
32655		Fl. Flumin. Icon.,: 65,1829	Fl. Flumin. Icon.		1829	
32655		Fl. bras.,6(5): 358,1881	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1881	
32656		Flora,59: 550, 553,1876	Flora		1876	original description
32657		Fl. bras.,6(5): 334,1881	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1881	original description
32658		Fl. bras.,6(5): 277,1881	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1881	original description
32659		Fl. bras.,6(5): 244,1881	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1881	
32660		Prodromus Florae Matogrossensis,3: 259,1998	Prodromus Florae Matogrossensis		1998	
32661		Flora,59: 553,1876	Flora		1876	
32662		Prodromus Florae Matogrossensis,3: 259,1998	Prodromus Florae Matogrossensis		1998	
32664		Publ. Field Mus. Nat. Hist., Bot. Ser.,8: 209,1930	Publ. Field Mus. Nat. Hist., Bot. Ser.		1930	
32665		Fl. bras.,6(5): 374,1881	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1881	
32666		Mem. Torrey Bot. Club,18: 110,1891	Mem. Torrey Bot. Club		1891	
32668		Smithsonian Contr. Bot.,41: 13,1979	Smithsonian Contr. Bot.	Kirkbride, J.H.	1979	
32669		Smithsonian Contr. Bot.,41: 17,1979	Smithsonian Contr. Bot.	Kirkbride, J.H.	1979	original description
32670		Bot. Jahrb. Syst.,25(60): 17,1898	Bot. Jahrb. Syst.	Schumann, K.	1898	original description
32671		Smithsonian Contr. Bot.,41: 15,1979	Smithsonian Contr. Bot.	Kirkbride, J.H.	1979	original description
32674		Hooker's J. Bot. Kew Gard. Misc.,3: 213,1841	Hooker's J. Bot. Kew Gard. Misc.		1841	
32675		Fl. bras.,6(6): 153,1889	Fl. bras.	Schumann, K.	1889	original description
32676		Fl. bras.,6(5): 11,1881	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1881	
32677		Svensk Bot. Tidskr.,42: 152,1948	Svensk Bot. Tidskr.		1948	
32678		Flora,59: 462,1876	Flora		1876	
32679		Proc. Amer. Acad. Arts,45: 408,1910	Proc. Amer. Acad. Arts		1910	
32680		Linnaea,23: 459,1850	Linnaea		1850	
32681		Publ. Field Mus. Nat. Hist., Bot. Ser.,17: 221,1937	Publ. Field Mus. Nat. Hist., Bot. Ser.		1937	
32682		Linnaea,23: 455,1850	Linnaea		1850	
32683		Publ. Field Mus. Nat. Hist., Bot. Ser.,11: 265,1936	Publ. Field Mus. Nat. Hist., Bot. Ser.		1936	
32684		Linnaea,23: 458,1850	Linnaea		1850	
32686		Hist. Pl. Guiane,: 194,1775	Hist. Pl. Guiane		1775	original description
32687		Monogr. Sabicea,: 49,1914	Monogr. Sabicea		1914	
32689		Monogr. Sabicea,: 62,1914	Monogr. Sabicea		1914	
32690		Mem. New York Bot. Gard.,23: 307,1972	Mem. New York Bot. Gard.	Steyermark, J.A.	1972	
32691		Trans. & Proc. Bot. Soc. Edinburgh,22: 433,1905	Trans. & Proc. Bot. Soc. Edinburgh		1905	
32692		Tabl. Encycl.,1: 273,1791	Tabl. Encycl.	Lamarck, J.B.A.M.	1791	
32693		Darwiniana,17: 347,1972	Darwiniana	Bacigalupo, N.M.	1972	
32694		Fl. bras.,6(6): 72,1888	Fl. bras.	Schumann, K.	1888	
32695		Fl. bras.,6(6): 74,1888	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1888	original description
32696		Linnaea,3: 364,1828	Linnaea	Chamisso, A. & Schlechtendal, D.F.L.	1828	original description
32697		Nov. Gen. Sp. Pl.,3: 25,1841	Nov. Gen. Sp. Pl.	Poeppig, E.F. & Endlicher, S.F.L.	1841	original description
32700		Fl. bras.,6(6): 346,1889	Fl. bras.	Martius, C.F.P. von & auct. suc. (eds.)	1889	original description
32701		Trans. Linn. Soc. London, Bot.,6: 35,1901	Trans. Linn. Soc. London, Bot.	Brown, N.E.	1901	original description
32718		Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,8: 285,1878	Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München	Radlkofer, L.A.T.	1878	original description
32720		Flora del Paraguay,18. 144p,1991	Flora del Paraguay	Ferrucci, M.S.	1991	
32720		Pflanzenr. (Engler),4 (165): 1019-1109.,1934	Pflanzenr. (Engler)	Radlkofer, L.A.T.	1934	
32721		Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,9: 634,1879	Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München	Radlkofer, L.A.T.	1879	original description
32722		Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,9: 634,1879	Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München	Radlkofer, L.A.T.	1879	original description
32727		Consp. Sect. Sp. Serjania,5,1874	Consp. Sect. Sp. Serjania	Radlkofer, L.A.T.	1874	original description
32728		Bonplandia,19: 21,1996	Bonplandia	Ferrucci, M.S.	1996	
32729		Bot. Jahrb. Syst.,30: 169,1901	Bot. Jahrb. Syst.	Radlkofer, L.A.T.	1901	
32730		Consp. Sect. Sp. Serjania,15,1874	Consp. Sect. Sp. Serjania	Radlkofer, L.A.T.	1874	original description
32731		Consp. Sect. Sp. Serjania,5,1874	Consp. Sect. Sp. Serjania	Radlkofer, L.A.T.	1874	original description
32732		Fl. bras. merid.,1: 362,1828	Fl. bras. merid.	Cambessèdes, J.	1828	
32733		Monogr. Serjania,110,1875	Monogr. Serjania	Radlkofer, L.A.T.	1875	
32734		Fl. bras. merid.,1: 358,1833	Fl. bras. merid.	Cambessèdes, J.	1833	original description
32735		Consp. Sect. Sp. Serjania,6,1874	Consp. Sect. Sp. Serjania	Radlkofer, L.A.T.	1874	
32736		Fl. bras. merid.,1: 360,1828	Fl. bras. merid.	Cambessèdes, J.	1828	
32737		Consp. Sect. Sp. Serjania,6,1874	Consp. Sect. Sp. Serjania	Radlkofer, L.A.T.	1874	
32739		Flora,22(1): 9,1839	Flora	C.P.F. von Martius	1839	
32740		Brittonia,49: 442,1997	Brittonia	Ferruccci, M.S. & Acevedo-Rodríguez, P.	1997	
32741		Tijdschr. Natuurl. Gesch. Physiol.,9: 105,1842	Tijdschr. Natuurl. Gesch. Physiol.	Splitgerber	1842	
32742		Fl. bras. merid.,1: 363,1828	Fl. bras. merid.	Cambessèdes, J.	1828	
32749		Linnaea,18: 57,1844	Linnaea	Schlechtendal, D.F.L.	1844	
32751		Consp. Sect. Sp. Serjania,114,	Consp. Sect. Sp. Serjania	Radlkofer, L.A.T.		original description
32755		Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,8: 345,1878	Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München	Radlkofer, L.A.T.	1878	
32756		Acta Amazonica,9(2): 235,1979	Acta Amazonica	Guarim Neto, G.	1979	
32757		Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,8: 345,1878	Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München	Radlkofer, L.A.T.	1878	
32760		Flora Neotropica,52: 563,1990	Flora Neotropica		1990	
32762		Notul. Syst. (Paris),1: 381,1911	Notul. Syst. (Paris)		1911	
32813		Pesquisas, Bot.,47/ 141,1997	Pesquisas, Bot.	Andreata, R.H.P.	1997	
32816		Pesquisas, Bot.,47/155,1997	Pesquisas, Bot.	Andreata, R.H.P.	1997	
32836		Acta Horticulturae,745: 31-42.,2007	Acta Horticulturae	Agra, M.F.	2007	
32848		Bonplandia,4: 1-428,1976	Bonplandia	Cristóbal, C.L.	1976	
32852		Bonplandia,4: 1-428,1976	Bonplandia	Cristóbal, C.L.	1976	
32860		Bonplandia,4: 1-428,1976	Bonplandia	Cristóbal, C.L.	1976	
32863		Bonplandia,4: 1-428,1976	Bonplandia	Cristóbal, C.L.	1976	
32867		Fl. Fanerog. Estado São Paulo,6,2009	Fl. Fanerog. Estado São Paulo	Cruz, F.R. & Esteves, G.L.	2009	
32868		Fl. Fanerog. Estado São Paulo,6: 263,2009	Fl. Fanerog. Estado São Paulo	Cruz, F.R. & Esteves, G.L.	2009	
32873		Bonplandia,4: 1-428,1976	Bonplandia	Cristóbal, C.L.	1976	
32879		Bonplandia,11: 1-206,2001	Bonplandia	Cristóbal, C.L.	2001	
32889		Fl. Fanerog. Estado São Paulo,vol. 6.,2009	Fl. Fanerog. Estado São Paulo	Cruz, F.R. & Esteves, G.L.	2009	
32890		Contr. U.S. Natl. Herb.,34(5):363,1967	Contr. U.S. Natl. Herb.	Goldberg, A.	1967	
32941		Flora Neotropica,19: 52,1978	Flora Neotropica	Lleras, E.	1978	
32986		Smithsonian Contr. Bot.,30: 18,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
32987		Smithsonian Contr. Bot.,30: 36,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	
32988		Bradea,4: 157,1985	Bradea	Smith, L.B.	1985	original description
32989		Contr. U.S. Natl. Herb.,35: 283,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
32990		Smithsonian Contr. Bot.,30: 20,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	
32990		Sp. Pl.,2: 227,1799	Sp. Pl.	Willdenow, C.L. von	1799	
32991		Contr. U.S. Natl. Herb.,35: 290,1962	Contr. U.S. Natl. Herb.		1962	original description
32992		Smithsonian Contr. Bot.,30: 22,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	
32993		Syst. Veg.,7: 286,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
32994		Blumea,2: 341,1937	Blumea		1937	original description
32995		Smithsonian Contr. Bot.,30: 27,1976	Smithsonian Contr. Bot.		1976	
32996		Blumea,2: 342,1937	Blumea	Henrard, J.T.	1937	original description
32997		Smithsonian Contr. Bot.,30: 31,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
32998		Bull. Herb. Boissier,sér. 2, 5: 1078,1905	Bull. Herb. Boissier	Beauverd, G.	1905	original description
32999		Syst. Veg.,7: 286,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
33000		Nov. Gen. Sp. Pl.,1: 21,1823	Nov. Gen. Sp. Pl.	C.P.F. von Martius	1823	original description
33001		Smithsonian Contr. Bot.,30: 29,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33003		Contr. U.S. Natl. Herb.,35: 279,1962	Contr. U.S. Natl. Herb.		1962	
33004		Blumea,2: 343,1937	Blumea	Henrard, J.T.	1937	original description
33005		Blumea,2: 345,1937	Blumea	Henrard, J.T.	1937	original description
33006		Fl. bras.,3(1): 70,1847	Fl. bras.	Seubert, M.A.	1847	original description
33007		Blumea,2: 347,1937	Blumea	Henrard, J.T.	1937	
33009		Smithsonian Contr. Bot.,30: 28,1976	Smithsonian Contr. Bot.		1976	
33010		Blumea,2: 348,1937	Blumea	Henrard, J.T.	1937	original description
33011		Syst. Veg.,7: 238,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	
33012		Blumea,2: 348,1937	Blumea	Henrard, J.T.	1937	original description
33013		Blumea,2: 350,1937	Blumea	Henrard, J.T.	1937	original description
33014		Contr. U.S. Natl. Herb.,35: 281,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33015		Phytologia,9: 263,1963	Phytologia	Smith, L.B.	1963	original description
33016		Contr. U.S. Natl. Herb.,35: 280,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33017		Blumea,2: 351,1937	Blumea	Henrard, J.T.	1937	original description
33018		Blumea,2: 351,1937	Blumea	Henrard, J.T.	1937	original description
33019		Syst. Veg.,7: 285,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
33020		Phytologia,9: 263,1963	Phytologia	Smith, L.B.	1963	original description
33021		Blumea,2: 353,1937	Blumea	Henrard, J.T.	1937	original description
33022		Contr. U.S. Natl. Herb.,35: 282,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33023		Blumea,2: 354,1937	Blumea	Henrard, J.T.	1937	original description
33024		Blumea,2: 354,1937	Blumea	Henrard, J.T.	1937	original description
33025		Nov. Gen. Sp. Pl.,1: 19,1823	Nov. Gen. Sp. Pl.	C.P.F. von Martius	1823	original description
33026		Syst. Veg.,7: 285,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
33027		Harvard Pap. Bot.,4: 271,1999	Harvard Pap. Bot.	Mello-Silva, R. & Menezes, N.L.	1999	original description
33028		Jard. Fleur.,4: 390,1854	Jard. Fleur.	Lemaire, A.C.	1854	original description
33029		Blumea,2: 356,1937	Blumea	Henrard, J.T.	1937	original description
33030		Contr. U.S. Natl. Herb.,35: 282,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	
33031		Smithsonian Contr. Bot.,30: 27,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33032		Smithsonian Contr. Bot.,30: 20,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33033		Contr. U.S. Natl. Herb.,35: 277,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33034		Blumea,2: 357,1937	Blumea	Henrard, J.T.	1937	original description
33035		Smithsonian Contr. Bot.,30: 29,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33036		Blumea,2: 357,1937	Blumea	Henrard, J.T.	1937	original description
33037		Smithsonian Contr. Bot.,30: 32,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33038		Smithsonian Contr. Bot.,30: 25,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33039		Blumea,2: 358,1937	Blumea	Henrard, J.T.	1937	original description
33040		Contr. U.S. Natl. Herb.,35: 283,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33042		Smithsonian Contr. Bot.,30: 30,1976	Smithsonian Contr. Bot.		1976	original description
33043		Smithsonian Contr. Bot.,30: 23,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33044		Blumea,2: 359,1937	Blumea	Henrard, J.T.	1937	
33046		Contr. U.S. Natl. Herb.,35: 291,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33047		Blumea,2: 361,1937	Blumea	Henrard, J.T.	1937	original description
33048		Fl. bras.,3(1): 72,1847	Fl. bras.	Seubert, M.A.	1847	original description
33049		Blumea,2: 363,1937	Blumea		1937	
33050		Contr. U.S. Natl. Herb.,35: 278,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33052		Taxon,40: 424,1991	Taxon		1991	
33053		Taxon,40: 424,1991	Taxon		1991	original description
33054		Taxon,40: 419,1991	Taxon		1991	
33056		Bol. Bot. Univ. São Paulo,8: 66,1980	Bol. Bot. Univ. São Paulo		1980	
33057		Bol. Bot. Univ. São Paulo,8: 66,1980	Bol. Bot. Univ. São Paulo		1980	
33058		Bol. Bot. Univ. São Paulo,8: 66,1980	Bol. Bot. Univ. São Paulo		1980	
33059		Bol. Bot. Univ. São Paulo,8: 66,1980	Bol. Bot. Univ. São Paulo		1980	
33060		Bol. Bot. Univ. São Paulo,8: 67,1980	Bol. Bot. Univ. São Paulo		1980	
33061		Rev. bras. bot.,3: 47,1981	Rev. bras. bot.		1981	
33062		Rev. bras. bot.,3: 47,1981	Rev. bras. bot.		1981	
33065		Nov. Gen. Sp. Pl.,1: 14,1823	Nov. Gen. Sp. Pl.	C.P.F. von Martius	1823	original description
33066		Contr. U.S. Natl. Herb.,35: 260,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33067		Nov. Gen. Sp. Pl.,1: 15,1823	Nov. Gen. Sp. Pl.	C.P.F. von Martius	1823	original description
33068		Blumea,2: 365,1937	Blumea	Henrard, J.T.	1937	original description
33069		Phytologia,8: 512,1963	Phytologia		1963	original description
33070		Bot. J. Linn. Soc.,120: 258,1996	Bot. J. Linn. Soc.	Mello-Silva, R.	1996	original description
33071		Nov. Gen. Sp. Pl.,1: 15,1823	Nov. Gen. Sp. Pl.	C.P.F. von Martius	1823	original description
33072		Smithsonian Contr. Bot.,30: 62,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	
33073		Novon,9: 537,1999	Novon	Mello-Silva, R. & Menezes, N.L.	1999	original description
33075		Blumea,2: 366,1937	Blumea	Henrard, J.T.	1937	original description
33076		Smithsonian Contr. Bot.,30: 65,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33077		Fl. bras.,3(1): 84,1847	Fl. bras.	Seubert, M.A.	1847	original description
33078		Phytologia,8: 512,1963	Phytologia		1963	
33080		Syst. Veg.,7: 293,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
33081		Contr. U.S. Natl. Herb.,35: 266,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33082		Smithsonian Contr. Bot.,30: 117,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33083		Smithsonian Contr. Bot.,30: 121,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33084		Syst. Veg.,7: 293,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	
33085		Contr. U.S. Natl. Herb.,35: 288,1962	Contr. U.S. Natl. Herb.		1962	original description
33086		Smithsonian Contr. Bot.,30: 51,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33087		Fl. bras.,3(1): 80,1847	Fl. bras.	Seubert, M.A.	1847	original description
33088		Smithsonian Contr. Bot.,30: 112,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33089		Blumea,2: 369,1937	Blumea	Henrard, J.T.	1937	original description
33090		Syst. Veg.,7: 292,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
33091		Blumea,2: 370,1937	Blumea	Henrard, J.T.	1937	original description
33092		Blumea,2: 370,1937	Blumea	Henrard, J.T.	1937	original description
33093		Blumea,2: 371,1937	Blumea	Henrard, J.T.	1937	
33094		Contr. U.S. Natl. Herb.,35: 286,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33095		Smithsonian Contr. Bot.,30: 115,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33096		Novon,9: 537,1999	Novon	Mello-Silva, R. & Menezes, N.L.	1999	original description
33097		Taxon,48: 582,1999	Taxon	Mello-Silva, R. & Nic Lughadha, E.	1999	
33097		Del. Fl. Faun. Bras.,2,1822	Del. Fl. Faun. Bras.	Mikan, J.C.	1822	original description
33098		Blumea,2: 372,1937	Blumea	Henrard, J.T.	1937	original description
33099		Bradea,4: 212,1986	Bradea	Smith, L.B.	1986	original description
33100		Blumea,2: 373,1937	Blumea		1937	original description
33102		Blumea,2: 373,1937	Blumea	Henrard, J.T.	1937	original description
33103		Bradea,4: 158,1985	Bradea	Smith, L.B.	1985	
33104		Bradea,3: 108,1980	Bradea		1980	
33105		Smithsonian Contr. Bot.,30: 58,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33106		Contr. U.S. Natl. Herb.,35: 265,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33107		Syst. Veg.,7: 293,1829	Syst. Veg.		1829	
33108		Fl. bras.,3(1): 78,1847	Fl. bras.	Seubert, M.A.	1847	original description
33109		Novon,2: 299,1992	Novon		1992	original description
33110		Blumea,2: 374,1937	Blumea	Henrard, J.T.	1937	original description
33110		Smithsonian Contr. Bot.,30: 88,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	
33111		Smithsonian Contr. Bot.,30: 109,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33112		Ann. Missouri Bot. Gard.,37: 398,1950	Ann. Missouri Bot. Gard.	Woodson, R.E.	1950	original description
33113		Phytologia,8: 512,1963	Phytologia	Smith, L.B.	1963	original description
33114		Pl. Bras. Icon. Descr.,1: 119,1828	Pl. Bras. Icon. Descr.	Pohl, J.B.E.	1828	original description
33114		Smithsonian Contr. Bot.,30: 51,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	
33115		Smithsonian Contr. Bot.,30: 77,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33116		Smithsonian Contr. Bot.,30: 115,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33117		Smithsonian Contr. Bot.,30: 91,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33118		Rev. bras. bot.,27: 453,2004	Rev. bras. bot.	Mello-Silva, R.	2004	original description
33119		Syst. Veg.,7: 293,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	
33120		Smithsonian Contr. Bot.,30: 75,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33121		Rev. bras. bot.,27: 457,2004	Rev. bras. bot.	Mello-Silva, R.	2004	original description
33122		Blumea,2: 377,1937	Blumea	Henrard, J.T.	1937	original description
33123		Contr. U.S. Natl. Herb.,35: 264,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33124		Smithsonian Contr. Bot.,30: 67,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33125		Blumea,2: 378,1937	Blumea	Henrard, J.T.	1937	original description
33126		Pl. Bras. Icon. Descr.,1: 122,1828	Pl. Bras. Icon. Descr.	Pohl, J.B.E.	1828	original description
33127		Contr. U.S. Natl. Herb.,35: 263,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33128		Syst. Veg.,7: 293,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
33129		Smithsonian Contr. Bot.,30: 103,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33130		Blumea,2: 380,1937	Blumea	Henrard, J.T.	1937	original description
33131		Fl. bras.,3(1): 75,1847	Fl. bras.	Seubert, M.A.	1847	original description
33132		Bol. Bot. Univ. São Paulo,16: 65,1997	Bol. Bot. Univ. São Paulo	Mello-Silva, R.	1997	original description
33133		Syst. Veg.,7: 292,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
33134		Smithsonian Contr. Bot.,30: 109,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33135		Contr. U.S. Natl. Herb.,35: 262,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33136		Smithsonian Contr. Bot.,30: 80,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33137		Pl. Bras. Icon. Descr.,1: 120,1828	Pl. Bras. Icon. Descr.	Pohl, J.B.E.	1828	
33138		Fl. bras.,3(1): 75,1847	Fl. bras.	Seubert, M.A.	1847	original description
33139		Syst. Veg.,7: 293,1829	Syst. Veg.		1829	
33140		Smithsonian Contr. Bot.,30: 69,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33141		Bot. J. Linn. Soc.,120: 261,1996	Bot. J. Linn. Soc.	Mello-Silva, R.	1996	
33142		Pl. Bras. Icon. Descr.,1: 130,1828	Pl. Bras. Icon. Descr.	Pohl, J.B.E.	1828	original description
33143		Smithsonian Contr. Bot.,30: 72,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33144		Fl. bras.,3(1): 75,1847	Fl. bras.	Seubert, M.A.	1847	original description
33146		Syst. Veg.,7: 293,1829	Syst. Veg.	Schultes, J.A. & Schultes, J.H.	1829	original description
33147		Contr. U.S. Natl. Herb.,35: 261,1962	Contr. U.S. Natl. Herb.	Smith, L.B.	1962	original description
33148		Blumea,2: 382,1937	Blumea	Henrard, J.T.	1937	original description
33149		Smithsonian Contr. Bot.,30: 75,1976	Smithsonian Contr. Bot.	Smith, L.B. & Ayensu, E.S.	1976	original description
33152		Linnaea,7: 365,1832	Linnaea	Chamisso, A.	1832	original description
33153		Phytologia,5: 132,1955	Phytologia	Moldenke, H.N.	1955	original description
33154		Phytologia,5: 132,1955	Phytologia	Moldenke, H.N.	1955	
33155		Phytologia,5: 132,1955	Phytologia	Moldenke, H.N.	1955	
33156		Phytologia,31: 373,1975	Phytologia		1975	
33157		Bull. Misc. Inform. Kew,1929: 124,1929	Bull. Misc. Inform. Kew	Sandwith, N.Y.	1929	original description
33158		Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.,11: 75,1823	Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.	Nees von Esenbeck, C.G.D. & Martius, C.F.P.	1823	original description
33162		Prodr.,11: 605,1847	Prodr.	Candolle, A.P. de	1847	
33163		Prodr.,11: 596,1847	Prodr.	Candolle, A.P. de	1847	original description
33164		Prodr.,11: 601,1847	Prodr.	Candolle, A.P. de	1847	original description
33165		Repert. Spec. Nov. Regni Veg. Beih.,2: 87,1906	Repert. Spec. Nov. Regni Veg. Beih.		1906	
33166		Prodr.,11: 576,1847	Prodr.	Candolle, A.P. de	1847	
33167		Phytologia,12: 97.,1965	Phytologia	Moldenke, H.N.	1965	
33168		Phytologia,32: 334,1975	Phytologia	Moldenke, H.N.	1975	
33169		Phytologia,2: 414,1948	Phytologia		1948	
33170		Repert. Spec. Nov. Regni Veg. Beih.,2: 86,1906	Repert. Spec. Nov. Regni Veg. Beih.		1906	
33172		Phytologia,6: 446,1959	Phytologia		1959	
33173		Linnaea,7: 219,1832	Linnaea	Chamisso, A.	1832	
33174		Phytologia,55: 42,1984	Phytologia		1984	
33175		Phytologia,19: 319,1970	Phytologia		1970	
33180		Phytologia,1: 453,1940	Phytologia		1940	
33181		Prodr.,11: 591,1847	Prodr.	Candolle, A.P. de	1847	
33182		Phytologia,20: 242,1970	Phytologia		1970	
33183		Phytologia,55: 43,1984	Phytologia		1984	
33184		Prodr.,11: 589,1847	Prodr.	Candolle, A.P. de	1847	
33185		Phytologia,1: 467,1940	Phytologia		1940	
33186		Phytologia,27: 66,1973	Phytologia		1973	original description
33187		Ark. Bot.,2(10): 20,1904	Ark. Bot.		1904	
33188		Phytologia,24: 454,1972	Phytologia		1972	
33189		Hickenia,3(37): 146.,2002	Hickenia	Salimena, F.R.	2002	
33190		Novon,11: 472,2001	Novon		2001	
33192		Phytologia,1: 468,1940	Phytologia		1940	
33193		Prodr.,11: 582,1847	Prodr.	Candolle, A.P. de	1847	original description
33194		Prodr.,11: 577,1847	Prodr.	Candolle, A.P. de	1847	
